path_id,path_length,source,target,path,path_strength,step1_strength,step2_strength,step3_strength,path_type,question_relevance,interpretation
P2_232,2,hyperparam_batch_size_x_is_parallel,hyperparam_seed,batch_size_x_parallel → is_parallel → seed,1.0,1.0,1.0,,moderation_mediated,other,batch_size_x_parallel通过is_parallel间接影响seed
P2_226,2,hyperparam_batch_size_x_is_parallel,hyperparam_seed,batch_size_x_parallel → gpu_min_watts → seed,0.949999988079071,0.949999988079071,1.0,,moderation_mediated,other,batch_size_x_parallel通过gpu_min_watts间接影响seed
P2_234,2,hyperparam_batch_size_x_is_parallel,hyperparam_seed,batch_size_x_parallel → model_mnist_rnn → seed,0.949999988079071,0.949999988079071,1.0,,moderation_mediated,other,batch_size_x_parallel通过model_mnist_rnn间接影响seed
P2_233,2,hyperparam_batch_size_x_is_parallel,hyperparam_seed,batch_size_x_parallel → model_mnist_ff → seed,0.9000000357627869,0.9000000357627869,1.0,,moderation_mediated,other,batch_size_x_parallel通过model_mnist_ff间接影响seed
P2_235,2,hyperparam_batch_size_x_is_parallel,hyperparam_seed,batch_size_x_parallel → model_siamese → seed,0.8500000238418579,0.8500000238418579,1.0,,moderation_mediated,other,batch_size_x_parallel通过model_siamese间接影响seed
P2_239,2,hyperparam_batch_size_x_is_parallel,hyperparam_seed,batch_size_x_parallel → test_accuracy → seed,0.75,0.75,1.0,,moderation_mediated,other,batch_size_x_parallel通过test_accuracy间接影响seed
P2_236,2,hyperparam_batch_size_x_is_parallel,hyperparam_seed,batch_size_x_parallel → batch_size → seed,0.6500000357627869,0.6500000357627869,1.0,,moderation_mediated,other,batch_size_x_parallel通过batch_size间接影响seed
P2_228,2,hyperparam_batch_size_x_is_parallel,hyperparam_seed,batch_size_x_parallel → gpu_temp_avg_celsius → seed,0.6000000238418579,0.6000000238418579,1.0,,moderation_mediated,other,batch_size_x_parallel通过gpu_temp_avg_celsius间接影响seed
P2_224,2,hyperparam_batch_size_x_is_parallel,hyperparam_seed,batch_size_x_parallel → gpu_avg_watts → seed,0.550000011920929,0.550000011920929,1.0,,moderation_mediated,other,batch_size_x_parallel通过gpu_avg_watts间接影响seed
P2_251,2,hyperparam_batch_size_x_is_parallel,perf_test_accuracy,batch_size_x_parallel → model_mnist_ff → test_accuracy,0.49500003039836926,0.9000000357627869,0.550000011920929,,moderation_mediated,Q3,batch_size_x_parallel通过model_mnist_ff间接影响test_accuracy
P3_405,3,hyperparam_batch_size_x_is_parallel,hyperparam_seed,batch_size_x_parallel → model_mnist_ff → test_accuracy → seed,0.49500003039836926,0.9000000357627869,0.550000011920929,1.0,moderation_mediated,other,batch_size_x_parallel通过model_mnist_ff和test_accuracy间接影响seed
P3_417,3,hyperparam_batch_size_x_is_parallel,hyperparam_seed,batch_size_x_parallel → model_mnist_rnn → model_mnist_ff → seed,0.4749999940395355,0.949999988079071,0.5,1.0,moderation_mediated,other,batch_size_x_parallel通过model_mnist_rnn和model_mnist_ff间接影响seed
P2_173,2,hyperparam_batch_size_x_is_parallel,model_mnist_ff,batch_size_x_parallel → model_mnist_rnn → model_mnist_ff,0.4749999940395355,0.949999988079071,0.5,,moderation_mediated,other,batch_size_x_parallel通过model_mnist_rnn间接影响model_mnist_ff
