source,target,strength,edge_type,is_significant,strength_level,source_category,target_category,question_relevance,interpretation
energy_gpu_temp_avg_celsius,hyperparam_seed,1.0,irrelevant,yes,very_strong,mediator,hyperparam,other,gpu_temp_avg_celsius → seed
hyperparam_batch_size,hyperparam_seed,1.0,irrelevant,yes,very_strong,hyperparam,hyperparam,other,batch_size → seed
hyperparam_epochs_x_is_parallel,hyperparam_seed,1.0,moderation,yes,very_strong,interaction,hyperparam,other,并行模式调节epochs对seed的效应
is_parallel,hyperparam_seed,1.0,mode_effect,yes,very_strong,mode,hyperparam,other,is_parallel → seed
energy_gpu_max_watts,hyperparam_seed,1.0,irrelevant,yes,very_strong,mediator,hyperparam,other,gpu_max_watts → seed
hyperparam_epochs,hyperparam_seed,1.0,irrelevant,yes,very_strong,hyperparam,hyperparam,other,epochs → seed
energy_gpu_util_max_percent,hyperparam_seed,1.0,irrelevant,yes,very_strong,mediator,hyperparam,other,gpu_util_max_percent → seed
model_siamese,hyperparam_seed,1.0,control_effect,yes,very_strong,control,hyperparam,other,模型控制变量的影响
energy_gpu_temp_max_celsius,hyperparam_seed,1.0,irrelevant,yes,very_strong,mediator,hyperparam,other,gpu_temp_max_celsius → seed
hyperparam_learning_rate,hyperparam_seed,1.0,irrelevant,yes,very_strong,hyperparam,hyperparam,other,learning_rate → seed
perf_test_accuracy,hyperparam_seed,1.0,irrelevant,yes,very_strong,performance,hyperparam,other,test_accuracy → seed
energy_gpu_min_watts,hyperparam_seed,1.0,irrelevant,yes,very_strong,mediator,hyperparam,other,gpu_min_watts → seed
model_mnist_ff,hyperparam_seed,1.0,control_effect,yes,very_strong,control,hyperparam,other,模型控制变量的影响
energy_gpu_util_avg_percent,hyperparam_seed,1.0,irrelevant,yes,very_strong,mediator,hyperparam,other,gpu_util_avg_percent → seed
energy_gpu_avg_watts,hyperparam_seed,1.0,irrelevant,yes,very_strong,mediator,hyperparam,other,gpu_avg_watts → seed
energy_gpu_total_joules,hyperparam_seed,1.0,irrelevant,yes,very_strong,energy,hyperparam,other,gpu_total_joules → seed
energy_cpu_total_joules,hyperparam_seed,1.0,irrelevant,yes,very_strong,energy,hyperparam,other,cpu_total_joules → seed
hyperparam_batch_size_x_is_parallel,is_parallel,1.0,moderation,yes,very_strong,interaction,mode,other,并行模式调节batch_size对is_parallel的效应
energy_cpu_pkg_joules,hyperparam_seed,1.0,irrelevant,yes,very_strong,energy,hyperparam,other,cpu_pkg_joules → seed
model_mnist_rnn,hyperparam_seed,1.0,control_effect,yes,very_strong,control,hyperparam,other,模型控制变量的影响
hyperparam_learning_rate_x_is_parallel,hyperparam_seed,1.0,moderation,yes,very_strong,interaction,hyperparam,other,并行模式调节learning_rate对seed的效应
hyperparam_batch_size_x_is_parallel,hyperparam_seed,1.0,moderation,yes,very_strong,interaction,hyperparam,other,并行模式调节batch_size对seed的效应
energy_cpu_ram_joules,hyperparam_seed,1.0,irrelevant,yes,very_strong,energy,hyperparam,other,cpu_ram_joules → seed
hyperparam_batch_size_x_is_parallel,model_mnist_rnn,0.949999988079071,moderation,yes,very_strong,interaction,control,other,并行模式调节batch_size对model_mnist_rnn的效应
hyperparam_batch_size_x_is_parallel,energy_gpu_min_watts,0.949999988079071,moderation,yes,very_strong,interaction,mediator,other,并行模式调节batch_size对gpu_min_watts的效应
hyperparam_batch_size_x_is_parallel,model_mnist_ff,0.9000000357627869,moderation,yes,very_strong,interaction,control,other,并行模式调节batch_size对model_mnist_ff的效应
hyperparam_batch_size_x_is_parallel,model_siamese,0.8500000238418579,moderation,yes,very_strong,interaction,control,other,并行模式调节batch_size对model_siamese的效应
hyperparam_batch_size_x_is_parallel,perf_test_accuracy,0.75,moderation,yes,very_strong,interaction,performance,other,并行模式调节batch_size对test_accuracy的效应
hyperparam_batch_size_x_is_parallel,hyperparam_batch_size,0.6500000357627869,moderation,yes,very_strong,interaction,hyperparam,other,并行模式调节batch_size对batch_size的效应
hyperparam_batch_size_x_is_parallel,energy_gpu_temp_avg_celsius,0.6000000238418579,moderation,yes,very_strong,interaction,mediator,other,并行模式调节batch_size对gpu_temp_avg_celsius的效应
energy_cpu_total_joules,energy_cpu_pkg_joules,0.550000011920929,mediator,yes,very_strong,energy,energy,Q3,cpu_total_joules通过某种机制影响cpu_pkg_joules
model_mnist_ff,perf_test_accuracy,0.550000011920929,control_effect,yes,very_strong,control,performance,other,模型控制变量的影响
hyperparam_batch_size_x_is_parallel,energy_gpu_avg_watts,0.550000011920929,moderation,yes,very_strong,interaction,mediator,other,并行模式调节batch_size对gpu_avg_watts的效应
energy_gpu_avg_watts,energy_gpu_min_watts,0.550000011920929,mediator,yes,very_strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_min_watts
model_mnist_rnn,model_mnist_ff,0.5,control_effect,yes,strong,control,control,other,模型控制变量的影响
model_siamese,perf_test_accuracy,0.5,control_effect,yes,strong,control,performance,other,模型控制变量的影响
energy_gpu_util_max_percent,model_mnist_ff,0.45000001788139343,irrelevant,yes,strong,mediator,control,other,gpu_util_max_percent → model_mnist_ff
energy_gpu_temp_avg_celsius,energy_gpu_total_joules,0.45000001788139343,mediator,yes,strong,mediator,energy,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_total_joules
model_siamese,energy_gpu_max_watts,0.45000001788139343,control_effect,yes,strong,control,mediator,other,模型控制变量的影响
energy_cpu_total_joules,energy_cpu_ram_joules,0.45000001788139343,mediator,yes,strong,energy,energy,Q3,cpu_total_joules通过某种机制影响cpu_ram_joules
hyperparam_batch_size_x_is_parallel,energy_gpu_max_watts,0.45000001788139343,moderation,yes,strong,interaction,mediator,other,并行模式调节batch_size对gpu_max_watts的效应
energy_gpu_util_avg_percent,energy_gpu_util_max_percent,0.45000001788139343,mediator,yes,strong,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_util_max_percent
energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,0.4000000059604645,mediator,yes,strong,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_temp_max_celsius
energy_gpu_min_watts,perf_test_accuracy,0.4000000059604645,irrelevant,yes,strong,mediator,performance,Q2,gpu_min_watts → test_accuracy
energy_gpu_total_joules,model_mnist_ff,0.4000000059604645,irrelevant,yes,strong,energy,control,other,gpu_total_joules → model_mnist_ff
energy_gpu_temp_max_celsius,perf_test_accuracy,0.4000000059604645,irrelevant,yes,strong,mediator,performance,Q2,gpu_temp_max_celsius → test_accuracy
energy_gpu_avg_watts,perf_test_accuracy,0.4000000059604645,irrelevant,yes,strong,mediator,performance,Q2,gpu_avg_watts → test_accuracy
energy_gpu_avg_watts,energy_gpu_max_watts,0.4000000059604645,mediator,yes,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_max_watts
energy_gpu_avg_watts,energy_gpu_total_joules,0.4000000059604645,mediator,yes,strong,mediator,energy,Q3,gpu_avg_watts通过某种机制影响gpu_total_joules
energy_gpu_util_avg_percent,perf_test_accuracy,0.4000000059604645,irrelevant,yes,strong,mediator,performance,Q2,gpu_util_avg_percent → test_accuracy
energy_gpu_max_watts,energy_gpu_util_max_percent,0.4000000059604645,mediator,yes,strong,mediator,mediator,Q3,gpu_max_watts通过某种机制影响gpu_util_max_percent
