source,target,strength,ate_global_std,ate_global_std_ci_lower,ate_global_std_ci_upper,ate_global_std_is_significant,ate_global_std_confounders_count
energy_cpu_pkg_joules,is_parallel,0.35,0.11485245491720888,0.09234137375343594,0.13736353608098184,True,2
energy_cpu_ram_joules,energy_cpu_pkg_joules,0.45000002,0.40812503704154357,0.32813252978140106,0.4881175443016861,True,0
energy_cpu_ram_joules,energy_cpu_total_joules,0.45000002,0.4058941186246859,0.32633887137424744,0.48544936587512433,True,0
energy_cpu_ram_joules,energy_gpu_total_joules,0.35,0.4172839890942476,0.335496327231775,0.4990716509567201,True,0
energy_cpu_ram_joules,perf_eval_loss,0.4,0.4189330439095707,0.33682216730329484,0.5010439205158466,True,1
energy_cpu_ram_joules,perf_final_training_loss,0.35,-0.18287829521452334,-0.2187224410765699,-0.14703414935247677,True,1
energy_gpu_min_watts,perf_eval_loss,0.35,4.6864268529575694,3.767887189777886,5.604966516137253,True,2
energy_gpu_min_watts,perf_eval_samples_per_second,0.35,,,,False,0
energy_gpu_temp_avg_celsius,energy_gpu_util_max_percent,0.35,-5.502708061398322e-17,-6.581238841432392e-17,-4.4241772813642505e-17,True,0
energy_gpu_temp_avg_celsius,hyperparam_learning_rate,0.35,3.449862118801623e-05,2.7736891435165048e-05,4.126035094086741e-05,True,0
energy_gpu_util_avg_percent,perf_eval_samples_per_second,0.75,-1.7230529064282183,-2.060771276088149,-1.3853345367682874,True,2
hyperparam_epochs,hyperparam_learning_rate_x_is_parallel,0.4,0.0,0.0,0.0,False,0
hyperparam_epochs,hyperparam_epochs_x_is_parallel,0.35,0.0,0.0,0.0,False,0
perf_eval_loss,perf_final_training_loss,0.4,0.049941439126326585,0.04015291705756657,0.0597299611950866,True,2
perf_eval_samples_per_second,energy_gpu_min_watts,0.45000002,,,,False,0
hyperparam_epochs_x_is_parallel,is_parallel,0.55,0.0,0.0,0.0,False,2
hyperparam_epochs_x_is_parallel,perf_eval_samples_per_second,0.55,0.0,0.0,0.0,False,3
hyperparam_l2_regularization_x_is_parallel,hyperparam_l2_regularization,0.7,0.0,0.0,0.0,False,0
