source,target,strength,edge_type,is_significant,strength_level,source_category,target_category,question_relevance,interpretation,ate,ate_ci_lower,ate_ci_upper,ate_is_significant,ate_confounders_count,ate_global_std,ate_global_std_ci_lower,ate_global_std_ci_upper,ate_global_std_is_significant,ate_global_std_confounders_count
hyperparam_epochs_x_is_parallel,perf_recall,0.6000000238418579,moderation,yes,very_strong,interaction,performance,other,并行模式调节epochs对recall的效应,0.5493927537385264,0.4417117740057752,0.6570737334712775,True,4,0.40214824856610465,0.32332719184714814,0.48096930528506115,True,4
hyperparam_epochs,energy_gpu_max_watts,0.550000011920929,main_effect,yes,very_strong,hyperparam,mediator,other,epochs直接影响gpu_max_watts,0.3253176681039184,0.2615554051555503,0.3890799310522864,True,3,0.09918335213670124,0.07974341511790779,0.11862328915549468,True,3
hyperparam_epochs,energy_gpu_min_watts,0.5,main_effect,yes,strong,hyperparam,mediator,other,epochs直接影响gpu_min_watts,0.0844033361699107,0.0678602822806082,0.1009463900592133,True,2,-1.0681179105947247,-1.2774690210712907,-0.8587668001181586,True,2
hyperparam_epochs_x_is_parallel,energy_gpu_min_watts,0.5,moderation,yes,strong,interaction,mediator,other,并行模式调节epochs对gpu_min_watts的效应,0.2309855331314816,0.1857123686377112,0.276258697625252,True,2,0.1436379408808367,0.1154849044681927,0.1717909772934807,True,2
hyperparam_dropout,perf_precision,0.4500000178813934,main_effect,yes,strong,hyperparam,performance,other,dropout直接影响precision,-0.0539928404597283,-0.0645754371898351,-0.0434102437296216,True,4,0.04964617625653656,0.039915525710255396,0.05937682680281773,True,4
energy_gpu_temp_avg_celsius,energy_gpu_util_avg_percent,0.4500000178813934,mediator,yes,strong,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_util_avg_percent,-0.1144111518388625,-0.1368357375992796,-0.0919865660784455,True,4,-0.07465232886312048,-0.0892841853202921,-0.06002047240594886,True,4
hyperparam_epochs_x_is_parallel,energy_gpu_util_max_percent,0.4500000178813934,moderation,yes,strong,interaction,mediator,other,并行模式调节epochs对gpu_util_max_percent的效应,0.0952460818107268,0.0765778497758243,0.1139143138456292,True,3,-0.033436763314651126,-0.03999036892432275,-0.026883157704979507,True,3
energy_gpu_util_avg_percent,energy_gpu_min_watts,0.4500000178813934,mediator,yes,strong,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_min_watts,,,,,0,,,,False,0
energy_cpu_ram_joules,energy_gpu_total_joules,0.4500000178813934,mediator,yes,strong,energy,energy,Q3,cpu_ram_joules通过某种机制影响gpu_total_joules,1.1707216730341774,0.9412602251194786,1.4001831209488762,True,3,1.257893617910891,1.0113464688003564,1.5044407670214257,True,3
hyperparam_learning_rate,perf_recall,0.4500000178813934,main_effect,yes,strong,hyperparam,performance,other,learning_rate直接影响recall,0.6933774563211558,0.5574754748822093,0.8292794377601023,True,4,783.3805812795414,629.8379873487513,936.9231752103315,True,4
hyperparam_dropout,perf_recall,0.4500000178813934,main_effect,yes,strong,hyperparam,performance,other,dropout直接影响recall,-0.4208306706246088,-0.5033134820670322,-0.3383478591821854,True,4,-0.7222288076199046,-0.8637856539134059,-0.5806719613264033,True,4
hyperparam_learning_rate_x_is_parallel,perf_recall,0.4500000178813934,moderation,yes,strong,interaction,performance,other,并行模式调节learning_rate对recall的效应,0.2824866449588856,0.227119262546944,0.3378540273708272,True,4,0.03778058518832936,0.030375590491416804,0.04518557988524191,True,4
energy_gpu_avg_watts,perf_accuracy,0.4000000059604645,irrelevant,yes,strong,mediator,performance,Q2,gpu_avg_watts → accuracy,-0.2922707388226075,-0.3495558036318386,-0.2349856740133764,True,5,-1.2890910234641764,-1.541752864063155,-1.0364291828651977,True,5
hyperparam_epochs,energy_gpu_avg_watts,0.4000000059604645,main_effect,yes,strong,hyperparam,mediator,other,epochs直接影响gpu_avg_watts,-0.5907335293213044,-0.70651730106828,-0.4749497575743287,True,1,-1.0660672894684096,-1.275016478204218,-0.8571181007326013,True,1
hyperparam_epochs,energy_gpu_util_max_percent,0.4000000059604645,main_effect,yes,strong,hyperparam,mediator,other,epochs直接影响gpu_util_max_percent,-0.2932277717662972,-0.3507004150324915,-0.2357551285001029,True,3,-0.06080585825668932,-0.07272380647500043,-0.04888791003837821,True,3
energy_gpu_min_watts,energy_gpu_util_max_percent,0.4000000059604645,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_util_max_percent,-0.0567534583584247,-0.0678771361966759,-0.0456297805201734,True,3,0.01263473456212893,0.01015832658795166,0.0151111425363062,True,3
energy_cpu_total_joules,energy_cpu_pkg_joules,0.4000000059604645,mediator,yes,strong,energy,energy,Q3,cpu_total_joules通过某种机制影响cpu_pkg_joules,,,,,0,,,,False,0
hyperparam_epochs_x_is_parallel,perf_precision,0.4000000059604645,moderation,yes,strong,interaction,performance,other,并行模式调节epochs对precision的效应,0.3403108960719921,0.2736099604418817,0.4070118317021026,True,4,0.36212051283178603,0.291144892316756,0.43309613334681607,True,4
energy_gpu_avg_watts,energy_gpu_temp_avg_celsius,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_temp_avg_celsius,-0.3131735213772251,-0.3745555315671612,-0.251791511187289,True,3,-0.0828512375645897,-0.09909008012724929,-0.06661239500193011,True,3
hyperparam_learning_rate_x_is_parallel,perf_accuracy,0.3499999940395355,moderation,yes,strong,interaction,performance,other,并行模式调节learning_rate对accuracy的效应,0.4933833180098461,0.3966801876799162,0.5900864483397759,True,3,-2.5594321611923365,-3.0610808647860344,-2.0577834575986387,True,3
energy_gpu_avg_watts,energy_gpu_temp_max_celsius,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_temp_max_celsius,-0.5944055974079155,-0.710909094499867,-0.4779021003159641,True,2,-0.15743213846524948,-0.18828883760443837,-0.12657543932606058,True,2
energy_gpu_avg_watts,energy_gpu_total_joules,0.3499999940395355,mediator,yes,strong,mediator,energy,Q3,gpu_avg_watts通过某种机制影响gpu_total_joules,0.2046828893676253,0.1645650430515707,0.2448007356836798,True,3,0.25726802819532324,0.2068434946690399,0.3076925617216066,True,3
energy_cpu_total_joules,energy_cpu_ram_joules,0.3499999940395355,mediator,yes,strong,energy,energy,Q3,cpu_total_joules通过某种机制影响cpu_ram_joules,1.0927926248114137,0.8786052703483764,1.3069799792744503,True,1,0.8904511882546632,0.7159227553567492,1.0649796211525773,True,1
energy_gpu_min_watts,energy_gpu_util_avg_percent,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_util_avg_percent,,,,,0,,,,False,0
hyperparam_l2_regularization_x_is_parallel,perf_recall,0.3499999940395355,moderation,yes,strong,interaction,performance,other,并行模式调节l2_regularization对recall的效应,-0.6876721615274773,-0.822455905186863,-0.5528884178680917,True,4,-0.8596632352899328,-1.0281572294067596,-0.691169241173106,True,4
energy_gpu_util_avg_percent,energy_gpu_util_max_percent,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_util_max_percent,0.2524567700923154,0.2029752431542215,0.3019382970304092,True,4,0.06111230727541924,0.04913429504943707,0.07309031950140141,True,4
energy_gpu_util_avg_percent,perf_accuracy,0.3499999940395355,irrelevant,yes,strong,mediator,performance,Q2,gpu_util_avg_percent → accuracy,-0.1936135284638064,-0.2315617800427125,-0.1556652768849004,True,4,3.28115137772064,2.6380457076873944,3.9242570477538856,True,4
energy_gpu_min_watts,energy_gpu_max_watts,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_max_watts,-1.6994585162204143,-2.032552385399616,-1.366364647041213,True,5,-0.039397445484208274,-0.047119344799113096,-0.03167554616930345,True,5
hyperparam_epochs_x_is_parallel,energy_gpu_avg_watts,0.3499999940395355,moderation,yes,strong,interaction,mediator,other,并行模式调节epochs对gpu_avg_watts的效应,0.5697151984991806,0.4580510195933412,0.6813793774050201,True,1,-0.057602646713263345,-0.06889276546906296,-0.046312527957463726,True,1
hyperparam_epochs_x_is_parallel,energy_gpu_temp_max_celsius,0.3000000119209289,moderation,yes,strong,interaction,mediator,other,并行模式调节epochs对gpu_temp_max_celsius的效应,0.3168642937343875,0.2547588921624475,0.3789696953063274,True,1,-0.018418386442079264,-0.022028390184726798,-0.014808382699431728,True,1
hyperparam_l2_regularization,energy_gpu_max_watts,0.3000000119209289,main_effect,yes,strong,hyperparam,mediator,other,l2_regularization直接影响gpu_max_watts,0.2988217632038852,0.2402526976159237,0.3573908287918467,True,3,0.0066712296243,0.0053636686179372,0.0079787906306628,True,3
hyperparam_epochs,energy_gpu_temp_avg_celsius,0.3000000119209289,main_effect,yes,strong,hyperparam,mediator,other,epochs直接影响gpu_temp_avg_celsius,-0.0677770887762239,-0.0810613981763638,-0.054492779376084,True,2,-0.07271656578318421,-0.08696901267668831,-0.0584641188896801,True,2
energy_gpu_util_max_percent,energy_gpu_max_watts,0.3000000119209289,mediator,yes,strong,mediator,mediator,Q3,gpu_util_max_percent通过某种机制影响gpu_max_watts,-0.4107164039530123,-0.4912168191278027,-0.3302159887782219,True,5,-0.23089500615773229,-0.2761504273646478,-0.18563958495081676,True,5
energy_gpu_min_watts,perf_accuracy,0.3000000119209289,irrelevant,yes,strong,mediator,performance,Q2,gpu_min_watts → accuracy,3.8551236077829367,3.099519380657481,4.610727834908392,True,5,8.146752170120388,6.549988744776792,9.743515595463984,True,5
energy_gpu_min_watts,perf_precision,0.3000000119209289,irrelevant,yes,strong,mediator,performance,Q2,gpu_min_watts → precision,-3.9508034431234873,-4.725160917975691,-3.176445968271284,True,6,-4.580513323824563,-5.478293935294178,-3.682732712354949,True,6
energy_gpu_avg_watts,perf_precision,0.3000000119209289,irrelevant,yes,strong,mediator,performance,Q2,gpu_avg_watts → precision,0.3598275950296412,0.2893013864038315,0.4303538036554509,True,5,3.671346708021678,2.951762753249429,4.390930662793927,True,5
hyperparam_dropout_x_is_parallel,energy_gpu_temp_avg_celsius,0.3000000119209289,moderation,yes,strong,interaction,mediator,other,并行模式调节dropout对gpu_temp_avg_celsius的效应,-0.0924388432618742,-0.1105568565412016,-0.0743208299825469,True,2,-0.016124730009442808,-0.019285177091293598,-0.012964282927592018,True,2
energy_cpu_pkg_joules,energy_cpu_total_joules,0.3000000119209289,mediator,yes,strong,energy,energy,Q3,cpu_pkg_joules通过某种机制影响cpu_total_joules,,,,,0,,,,False,0
energy_cpu_pkg_joules,energy_cpu_ram_joules,0.3000000119209289,mediator,yes,strong,energy,energy,Q3,cpu_pkg_joules通过某种机制影响cpu_ram_joules,0.9506701329189692,0.7643387868668513,1.1370014789710874,True,1,0.7145844588912164,0.574525904948538,0.8546430128338948,True,1
hyperparam_learning_rate_x_is_parallel,perf_precision,0.3000000119209289,moderation,yes,strong,interaction,performance,other,并行模式调节learning_rate对precision的效应,0.0641603737922352,0.0515849405289571,0.0767358070555134,True,4,0.06216718145309297,0.049982413888286746,0.07435194901789918,True,4
