source,target,strength,edge_type,is_significant,strength_level,source_category,target_category,question_relevance,interpretation,ate,ate_ci_lower,ate_ci_upper,ate_is_significant,ate_confounders_count,ate_global_std,ate_global_std_ci_lower,ate_global_std_ci_upper,ate_global_std_is_significant,ate_global_std_confounders_count
hyperparam_kfold_x_is_parallel,perf_top1_accuracy,0.6500000357627869,moderation,yes,very_strong,interaction,performance,other,并行模式调节kfold对top1_accuracy的效应,-1.1951852280835922,-1.429441532787976,-0.960928923379208,True,4,-1.1423277189574574,-1.3662239518731192,-0.9184314860417958,True,4
energy_gpu_util_max_percent,energy_gpu_util_avg_percent,0.6000000238418579,mediator,yes,very_strong,mediator,mediator,Q3,gpu_util_max_percent通过某种机制影响gpu_util_avg_percent,0.8289389804963798,0.6664669403190894,0.9914110206736704,True,3,0.2905995998939609,0.23364207831474457,0.34755712147317724,True,3
energy_gpu_util_max_percent,energy_gpu_total_joules,0.4500000178813934,mediator,yes,strong,mediator,energy,Q3,gpu_util_max_percent通过某种机制影响gpu_total_joules,0.4973012154446994,0.3998301772175383,0.5947722536718605,True,5,0.06865026913730819,0.055194816386395784,0.0821057218882206,True,5
energy_gpu_util_avg_percent,perf_top20_accuracy,0.4500000178813934,irrelevant,yes,strong,mediator,performance,Q2,gpu_util_avg_percent → top20_accuracy,5.090521190889141,4.09277903747487,6.088263344303412,True,6,123.77219313399894,99.51284327973515,148.03154298826274,True,6
energy_gpu_temp_max_celsius,energy_gpu_temp_avg_celsius,0.4000000059604645,mediator,yes,strong,mediator,mediator,Q3,gpu_temp_max_celsius通过某种机制影响gpu_temp_avg_celsius,0.5380119661869937,0.4325616208143429,0.6434623115596444,True,2,0.5538650698445658,0.44530751615503095,0.6624226235341008,True,2
energy_gpu_temp_max_celsius,energy_gpu_util_max_percent,0.4000000059604645,mediator,yes,strong,mediator,mediator,Q3,gpu_temp_max_celsius通过某种机制影响gpu_util_max_percent,-0.001910583199346,-0.0022850575064178,-0.0015361088922742,True,1,-0.0010940636017142012,-0.0013085000676501847,-0.0008796271357782177,True,1
energy_gpu_min_watts,energy_gpu_max_watts,0.4000000059604645,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_max_watts,0.1965889191559703,0.1580574910014001,0.2351203473105405,True,4,0.20596536648577232,0.16559615465456096,0.2463345783169837,True,4
hyperparam_max_iter,perf_top10_accuracy,0.4000000059604645,main_effect,yes,strong,hyperparam,performance,other,max_iter直接影响top10_accuracy,0.2126835649243197,0.170997586199153,0.2543695436494864,True,1,0.22698887587873287,0.18249905620650123,0.2714786955509645,True,1
hyperparam_kfold_x_is_parallel,energy_gpu_temp_avg_celsius,0.3499999940395355,moderation,yes,strong,interaction,mediator,other,并行模式调节kfold对gpu_temp_avg_celsius的效应,0.0127050214782861,0.010214837268542,0.0151952056880302,True,1,0.003396378960612276,0.00273068868433227,0.0040620692368922824,True,1
energy_cpu_ram_joules,energy_cpu_total_joules,0.3499999940395355,mediator,yes,strong,energy,energy,Q3,cpu_ram_joules通过某种机制影响cpu_total_joules,,,,,0,,,,False,0
hyperparam_alpha,perf_top20_accuracy,0.3499999940395355,main_effect,yes,strong,hyperparam,performance,other,alpha直接影响top20_accuracy,0.1794411632236598,0.1442706952318225,0.2146116312154972,True,5,0.14269163241748975,0.11472407246366176,0.17065919237131774,True,5
hyperparam_kfold,perf_top5_accuracy,0.3499999940395355,main_effect,yes,strong,hyperparam,performance,other,kfold直接影响top5_accuracy,0.2607850491940932,0.2096711795520509,0.3118989188361354,True,1,0.24520834792981658,0.19714751173557254,0.2932691841240606,True,1
hyperparam_kfold,perf_top1_accuracy,0.3499999940395355,main_effect,yes,strong,hyperparam,performance,other,kfold直接影响top1_accuracy,0.7794371904718393,0.6266675011393588,0.93220687980432,True,4,0.5126622018423397,0.4121804102812411,0.6131439934034383,True,4
energy_gpu_temp_avg_celsius,energy_gpu_total_joules,0.3499999940395355,mediator,yes,strong,mediator,energy,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_total_joules,0.4012277663537512,0.3225871241484159,0.4798684085590864,True,5,-0.006590749630457098,-0.00788253655802669,-0.005298962702887507,True,5
energy_gpu_avg_watts,energy_gpu_max_watts,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_max_watts,,,,,0,,,,False,0
energy_gpu_max_watts,energy_gpu_util_avg_percent,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_max_watts通过某种机制影响gpu_util_avg_percent,2.474875480547529,1.989799886360213,2.9599510747348443,True,5,0.48333007006789774,0.3885973763345898,0.5780627638012057,True,5
energy_gpu_util_avg_percent,perf_top10_accuracy,0.3499999940395355,irrelevant,yes,strong,mediator,performance,Q2,gpu_util_avg_percent → top10_accuracy,1.1476079301705542,0.9226767758571256,1.3725390844839829,True,4,-3.870917292751371,-4.62961708213064,-3.1122175033721025,True,4
energy_gpu_avg_watts,energy_gpu_temp_max_celsius,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_temp_max_celsius,-1.916591233739907,-2.2922431155529286,-1.5409393519268852,True,3,-2.8508962652789283,-3.4096719332735983,-2.292120597284258,True,3
energy_cpu_pkg_joules,energy_cpu_total_joules,0.3499999940395355,mediator,yes,strong,energy,energy,Q3,cpu_pkg_joules通过某种机制影响cpu_total_joules,,,,,0,,,,False,0
energy_gpu_util_max_percent,perf_top20_accuracy,0.3499999940395355,irrelevant,yes,strong,mediator,performance,Q2,gpu_util_max_percent → top20_accuracy,-3.201080116644946,-3.8284918195073554,-2.5736684137825363,True,6,-45.27705724337265,-54.15136046307369,-36.40275402367161,True,6
hyperparam_kfold,energy_gpu_min_watts,0.3499999940395355,main_effect,yes,strong,hyperparam,mediator,other,kfold直接影响gpu_min_watts,-0.4445316696239385,-0.5316598768702304,-0.3574034623776465,True,1,-0.18038860805692644,-0.21574477523608404,-0.14503244087776884,True,1
energy_gpu_min_watts,energy_gpu_total_joules,0.3000000119209289,mediator,yes,strong,mediator,energy,Q3,gpu_min_watts通过某种机制影响gpu_total_joules,0.030182609764133,0.0242668182503629,0.0360984012779031,True,5,0.02279909582623419,0.01833047304429229,0.027267718608176093,True,5
hyperparam_kfold_x_is_parallel,perf_top5_accuracy,0.3000000119209289,moderation,yes,strong,interaction,performance,other,并行模式调节kfold对top5_accuracy的效应,-0.8274287446811861,-0.9896047786386986,-0.6652527107236736,True,1,-0.8364313069119138,-1.0003718430666488,-0.6724907707571787,True,1
hyperparam_kfold_x_is_parallel,perf_top20_accuracy,0.3000000119209289,moderation,yes,strong,interaction,performance,other,并行模式调节kfold对top20_accuracy的效应,-0.7119264418934531,-0.8514640245045699,-0.5723888592823363,True,5,-0.6633418732697116,-0.7933568804305751,-0.5333268661088482,True,5
hyperparam_alpha,perf_top1_accuracy,0.3000000119209289,main_effect,yes,strong,hyperparam,performance,other,alpha直接影响top1_accuracy,0.5019295681226192,0.4035513727705858,0.6003077634746526,True,4,0.5235723963712737,0.42095220668250405,0.6261925860600434,True,4
hyperparam_kfold,perf_top20_accuracy,0.3000000119209289,main_effect,yes,strong,hyperparam,performance,other,kfold直接影响top20_accuracy,1.2073715432518637,0.9707267207744984,1.444016365729229,True,5,0.9190450637644375,0.7389122312666078,1.0991778962622674,True,5
hyperparam_kfold_x_is_parallel,energy_gpu_total_joules,0.3000000119209289,moderation,yes,strong,interaction,energy,Q1,并行模式调节kfold对gpu_total_joules的效应,-0.4083306499055061,-0.4883634572869854,-0.3282978425240269,True,4,-0.014403523768117618,-0.01722661442666867,-0.011580433109566565,True,4
energy_gpu_min_watts,perf_top1_accuracy,0.3000000119209289,irrelevant,yes,strong,mediator,performance,Q2,gpu_min_watts → top1_accuracy,0.7175367878687161,0.5768995774464478,0.8581739982909844,True,5,2.2114796408803277,1.7780296312677835,2.644929650492872,True,5
energy_gpu_max_watts,energy_gpu_avg_watts,0.3000000119209289,mediator,yes,strong,mediator,mediator,Q3,gpu_max_watts通过某种机制影响gpu_avg_watts,,,,,0,,,,False,0
energy_gpu_temp_avg_celsius,energy_gpu_avg_watts,0.3000000119209289,mediator,yes,strong,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_avg_watts,0.1884744747506762,0.1515334776995437,0.2254154718018088,True,4,0.08170578737949899,0.06569145305311719,0.09772012170588079,True,4
energy_gpu_temp_avg_celsius,energy_gpu_max_watts,0.3000000119209289,mediator,yes,strong,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_max_watts,0.349452764567277,0.2809600227120907,0.4179455064224633,True,4,0.08754162810259102,0.07038346899448317,0.10469978721069886,True,4
energy_cpu_ram_joules,energy_gpu_total_joules,0.3000000119209289,mediator,yes,strong,energy,energy,Q3,cpu_ram_joules通过某种机制影响gpu_total_joules,0.4903423449349155,0.394235245327672,0.586449444542159,True,5,0.13624671270588007,0.10954235701552757,0.16295106839623258,True,5
hyperparam_alpha_x_is_parallel,perf_top20_accuracy,0.3000000119209289,moderation,yes,strong,interaction,performance,other,并行模式调节alpha对top20_accuracy的效应,-0.0536581482594931,-0.0641751453183538,-0.0431411512006325,True,5,0.22636447160208462,0.18199703516807603,0.2707319080360932,True,5
hyperparam_kfold_x_is_parallel,energy_gpu_util_avg_percent,0.3000000119209289,moderation,yes,strong,interaction,mediator,other,并行模式调节kfold对gpu_util_avg_percent的效应,-2.26826096744256,-2.712840117061302,-1.823681817823818,True,2,-0.12906917816879956,-0.15436673708988427,-0.10377161924771486,True,2
energy_cpu_ram_joules,energy_cpu_pkg_joules,0.3000000119209289,mediator,yes,strong,energy,energy,Q3,cpu_ram_joules通过某种机制影响cpu_pkg_joules,0.6324568349332934,0.5084952952863679,0.7564183745802189,True,1,1.1681051583220214,0.9391565472909053,1.3970537693531377,True,1
energy_cpu_total_joules,energy_cpu_ram_joules,0.3000000119209289,mediator,yes,strong,energy,energy,Q3,cpu_total_joules通过某种机制影响cpu_ram_joules,,,,,0,,,,False,0
energy_gpu_min_watts,energy_gpu_avg_watts,0.3000000119209289,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_avg_watts,0.4986235579510245,0.4008933405926236,0.5963537753094252,True,4,0.28922848040981275,0.23253969824948945,0.34591726257013605,True,4
energy_cpu_total_joules,energy_cpu_pkg_joules,0.3000000119209289,mediator,yes,strong,energy,energy,Q3,cpu_total_joules通过某种机制影响cpu_pkg_joules,,,,,0,,,,False,0
hyperparam_alpha_x_is_parallel,perf_top1_accuracy,0.3000000119209289,moderation,yes,strong,interaction,performance,other,并行模式调节alpha对top1_accuracy的效应,-0.0942052625540733,-0.1126694940146717,-0.0757410310934749,True,4,-0.17038530667825924,-0.20378082678719805,-0.13698978656932043,True,4
energy_gpu_util_max_percent,energy_gpu_min_watts,0.3000000119209289,mediator,yes,strong,mediator,mediator,Q3,gpu_util_max_percent通过某种机制影响gpu_min_watts,0.8011374801153796,0.6441145340127652,0.958160426217994,True,2,1.9765998931660191,1.5891863141054794,2.364013472226559,True,2
