source,target,strength,ate_global_std,ate_global_std_ci_lower,ate_global_std_ci_upper,ate_global_std_is_significant,ate_global_std_confounders_count
energy_cpu_pkg_joules,energy_cpu_ram_joules,0.35,1.0863192331355465,0.8734006634409793,1.2992378028301135,True,1
energy_cpu_pkg_joules,perf_rank5,0.35,,,,True,3
energy_cpu_ram_joules,energy_cpu_total_joules,0.35,0.041363170635018126,0.03325598919055457,0.04947035207948168,True,1
energy_cpu_ram_joules,energy_gpu_total_joules,0.35,-0.15576482336141664,-0.18629472874025432,-0.12523491798257896,True,2
energy_cpu_ram_joules,perf_rank1,0.35,,,,True,5
energy_cpu_ram_joules,perf_recall,0.4,,,,True,5
energy_cpu_total_joules,perf_eval_samples_per_second,0.4,,,,True,3
energy_cpu_total_joules,perf_recall,0.4,,,,True,4
energy_cpu_total_joules,perf_best_val_accuracy,0.4,,,,True,3
energy_gpu_avg_watts,energy_gpu_min_watts,0.45000002,1.3721738354071764,1.1032277636673697,1.641119907146983,True,2
energy_gpu_max_watts,energy_gpu_util_avg_percent,0.4,0.8937451384881749,0.7185710913444926,1.0689191856318572,True,2
energy_gpu_max_watts,energy_gpu_util_max_percent,0.4,1.0053729109315728,0.8083198203889845,1.202426001474161,True,0
energy_gpu_total_joules,energy_cpu_pkg_joules,0.45000002,0.05897516204409054,0.0474160302834488,0.07053429380473229,True,2
energy_gpu_total_joules,perf_final_training_loss,0.4,,,,True,6
energy_gpu_total_joules,perf_map,0.4,,,,True,4
energy_gpu_total_joules,perf_rank1,0.35,,,,True,4
energy_gpu_util_avg_percent,energy_gpu_avg_watts,0.35,0.26563092749372264,0.213567265704953,0.3176945892824923,True,3
model_mnist_ff,energy_gpu_util_avg_percent,0.5,-0.557381797210366,-0.6666286294635977,-0.44813496495713423,True,2
model_mnist_ff,hyperparam_seed,0.35,-0.4089801711903753,-0.6167825729580433,-0.20117776942270726,True,3
model_mnist_ff,perf_test_accuracy,0.5,2.2453679510063473,1.8052758326091034,2.6854600694035913,True,2
model_mnist_ff,perf_final_training_loss,0.45000002,,,,True,5
model_mnist_ff,perf_precision,0.4,,,,True,2
model_mnist_ff,perf_best_val_accuracy,0.35,,,,True,2
model_mnist_rnn,perf_rank5,0.35,,,,True,2
model_siamese,energy_gpu_util_avg_percent,0.45000002,-1.1076968322975944,-1.3248054114279229,-0.890588253167266,True,2
model_siamese,perf_test_accuracy,0.45000002,0.30209570985253137,0.24288495072143523,0.3613064689836275,True,2
model_siamese,perf_map,0.35,,,,True,2
model_siamese,perf_precision,0.4,,,,True,2
hyperparam_learning_rate,perf_rank1,0.35,,,,True,4
hyperparam_epochs,energy_gpu_total_joules,0.35,-0.008326714761465626,-0.009958750854712888,-0.006694678668218363,True,1
hyperparam_epochs,perf_final_training_loss,0.4,,,,True,5
hyperparam_epochs,perf_rank1,0.35,,,,True,4
hyperparam_epochs,perf_top20_accuracy,0.5,,,,True,1
hyperparam_epochs,perf_best_val_accuracy,0.4,,,,True,2
perf_test_accuracy,perf_eval_samples_per_second,0.35,,,,True,5
hyperparam_l2_regularization,hyperparam_seed,0.4,0.0,0.0,0.0,False,3
model_hrnet18,hyperparam_batch_size,0.7,0.0,0.0,0.0,False,8
model_pcb,hyperparam_batch_size,0.35,0.0,0.0,0.0,False,8
hyperparam_dropout,hyperparam_batch_size,0.45000002,0.0,0.0,0.0,False,8
hyperparam_dropout,perf_final_training_loss,0.35,0.0,0.0,0.0,False,5
perf_rank5,perf_eval_loss,0.35,0.0,0.0,0.0,False,3
perf_rank5,perf_top20_accuracy,0.35,0.0,0.0,0.0,False,4
hyperparam_kfold,hyperparam_batch_size,0.45000002,0.0,0.0,0.0,False,8
