source,target,strength,ate_global_std,ate_global_std_ci_lower,ate_global_std_ci_upper,ate_global_std_is_significant,ate_global_std_confounders_count
energy_cpu_pkg_joules,perf_eval_loss,0.6,,,,True,12
energy_cpu_pkg_joules,perf_final_training_loss,0.45000002,,,,True,7
energy_cpu_pkg_joules,perf_eval_samples_per_second,0.45000002,,,,True,6
energy_cpu_pkg_joules,perf_map,0.35,,,,True,8
energy_cpu_pkg_joules,perf_rank1,0.35,,,,True,6
energy_cpu_pkg_joules,perf_rank5,0.4,,,,True,6
energy_cpu_pkg_joules,perf_recall,0.35,,,,True,4
energy_cpu_pkg_joules,perf_best_val_accuracy,0.45000002,,,,True,19
energy_cpu_ram_joules,energy_gpu_total_joules,0.55,-0.40628437381920796,-0.4859161110877727,-0.3266526365506432,True,1
energy_cpu_ram_joules,energy_gpu_util_avg_percent,0.45000002,-0.5888267916623559,-0.7042368428281776,-0.4734167404965341,True,1
energy_cpu_ram_joules,energy_gpu_util_max_percent,0.5,0.10854366497400161,0.0872691066390973,0.12981822330890594,True,0
energy_cpu_ram_joules,perf_eval_loss,0.35,,,,True,12
energy_cpu_ram_joules,perf_final_training_loss,0.45000002,,,,True,7
energy_cpu_ram_joules,perf_eval_samples_per_second,0.5,,,,True,6
energy_cpu_ram_joules,perf_map,0.45000002,,,,True,8
energy_cpu_ram_joules,perf_rank1,0.45000002,,,,True,6
energy_cpu_ram_joules,perf_rank5,0.75,,,,True,6
energy_cpu_ram_joules,perf_recall,0.45000002,,,,True,4
energy_cpu_ram_joules,perf_best_val_accuracy,0.6,,,,True,19
energy_cpu_total_joules,energy_gpu_total_joules,0.35,0.17425398412090504,0.14010020323320765,0.20840776500860242,True,1
energy_cpu_total_joules,energy_gpu_util_avg_percent,0.35,0.0006539705180632836,0.00052579229652288,0.0007821487396036872,True,1
energy_cpu_total_joules,is_parallel,0.35,0.7202195515171769,0.5790565194198102,0.8613825836145436,True,0
energy_cpu_total_joules,perf_eval_loss,0.5,,,,True,12
energy_cpu_total_joules,perf_eval_samples_per_second,0.5,,,,True,6
energy_cpu_total_joules,perf_map,0.45000002,,,,True,8
energy_cpu_total_joules,perf_rank5,0.35,,,,True,6
energy_cpu_total_joules,hyperparam_kfold,0.35,1.105754469897106,0.8890265937972732,1.3224823459969388,True,1
energy_cpu_total_joules,perf_best_val_accuracy,0.4,,,,True,19
energy_gpu_avg_watts,perf_test_accuracy,0.35,,,,True,5
energy_gpu_avg_watts,perf_eval_loss,0.4,,,,True,12
energy_gpu_avg_watts,perf_best_val_accuracy,0.35,,,,True,19
energy_gpu_max_watts,perf_test_accuracy,0.35,,,,True,5
energy_gpu_max_watts,perf_final_training_loss,0.4,,,,True,8
energy_gpu_min_watts,energy_gpu_max_watts,0.5,0.7877155215049115,0.6333232792899488,0.9421077637198743,True,0
energy_gpu_min_watts,energy_gpu_temp_avg_celsius,0.45000002,2.191845802447422,1.7622440251677274,2.621447579727117,True,0
energy_gpu_min_watts,energy_gpu_temp_max_celsius,0.4,-0.4145265494128542,-0.49577375309777366,-0.3332793457279348,True,1
energy_gpu_min_watts,perf_map,0.45000002,,,,True,8
energy_gpu_total_joules,energy_gpu_avg_watts,0.45000002,0.45661034008940127,0.31570504166600794,0.5975156385127947,True,2
energy_gpu_total_joules,perf_eval_loss,0.45000002,,,,True,12
