source,target,strength,edge_type,is_significant,strength_level,source_category,target_category,question_relevance,interpretation
energy_gpu_temp_avg_celsius,hyperparam_seed,1.0,irrelevant,yes,very_strong,mediator,hyperparam,other,gpu_temp_avg_celsius → seed
hyperparam_epochs_x_is_parallel,hyperparam_seed,1.0,moderation,yes,very_strong,interaction,hyperparam,other,并行模式调节epochs对seed的效应
is_parallel,hyperparam_seed,1.0,mode_effect,yes,very_strong,mode,hyperparam,other,is_parallel → seed
hyperparam_learning_rate,hyperparam_seed,1.0,irrelevant,yes,very_strong,hyperparam,hyperparam,other,learning_rate → seed
energy_gpu_total_joules,hyperparam_seed,1.0,irrelevant,yes,very_strong,energy,hyperparam,other,gpu_total_joules → seed
energy_gpu_max_watts,hyperparam_seed,1.0,irrelevant,yes,very_strong,mediator,hyperparam,other,gpu_max_watts → seed
energy_gpu_temp_max_celsius,hyperparam_seed,1.0,irrelevant,yes,very_strong,mediator,hyperparam,other,gpu_temp_max_celsius → seed
energy_cpu_pkg_joules,hyperparam_seed,1.0,irrelevant,yes,very_strong,energy,hyperparam,other,cpu_pkg_joules → seed
energy_gpu_avg_watts,hyperparam_seed,1.0,irrelevant,yes,very_strong,mediator,hyperparam,other,gpu_avg_watts → seed
hyperparam_learning_rate_x_is_parallel,hyperparam_seed,1.0,moderation,yes,very_strong,interaction,hyperparam,other,并行模式调节learning_rate对seed的效应
hyperparam_l2_regularization,hyperparam_seed,1.0,irrelevant,yes,very_strong,hyperparam,hyperparam,other,l2_regularization → seed
hyperparam_epochs,hyperparam_seed,1.0,irrelevant,yes,very_strong,hyperparam,hyperparam,other,epochs → seed
hyperparam_l2_regularization_x_is_parallel,hyperparam_seed,1.0,moderation,yes,very_strong,interaction,hyperparam,other,并行模式调节l2_regularization对seed的效应
energy_cpu_total_joules,hyperparam_seed,1.0,irrelevant,yes,very_strong,energy,hyperparam,other,cpu_total_joules → seed
energy_cpu_ram_joules,hyperparam_seed,1.0,irrelevant,yes,very_strong,energy,hyperparam,other,cpu_ram_joules → seed
perf_test_accuracy,hyperparam_seed,1.0,irrelevant,yes,very_strong,performance,hyperparam,other,test_accuracy → seed
perf_best_val_accuracy,hyperparam_seed,1.0,irrelevant,yes,very_strong,performance,hyperparam,other,best_val_accuracy → seed
energy_gpu_util_avg_percent,hyperparam_seed,0.6500000357627869,irrelevant,yes,very_strong,mediator,hyperparam,other,gpu_util_avg_percent → seed
perf_best_val_accuracy,perf_test_accuracy,0.6000000238418579,irrelevant,yes,very_strong,performance,performance,other,best_val_accuracy → test_accuracy
energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,0.5,mediator,yes,strong,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_temp_max_celsius
energy_cpu_total_joules,energy_gpu_total_joules,0.5,mediator,yes,strong,energy,energy,Q3,cpu_total_joules通过某种机制影响gpu_total_joules
energy_gpu_total_joules,energy_gpu_avg_watts,0.5,mediator,yes,strong,energy,mediator,Q3,gpu_total_joules通过某种机制影响gpu_avg_watts
hyperparam_learning_rate_x_is_parallel,hyperparam_learning_rate,0.45000001788139343,moderation,yes,strong,interaction,hyperparam,other,并行模式调节learning_rate对learning_rate的效应
energy_gpu_util_avg_percent,energy_gpu_util_max_percent,0.4000000059604645,mediator,yes,strong,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_util_max_percent
energy_gpu_temp_max_celsius,energy_gpu_util_max_percent,0.4000000059604645,mediator,yes,strong,mediator,mediator,Q3,gpu_temp_max_celsius通过某种机制影响gpu_util_max_percent
energy_gpu_total_joules,hyperparam_epochs_x_is_parallel,0.4000000059604645,irrelevant,yes,strong,energy,interaction,other,gpu_total_joules → epochs_x_parallel
energy_gpu_util_max_percent,is_parallel,0.4000000059604645,irrelevant,yes,strong,mediator,mode,other,gpu_util_max_percent → is_parallel
energy_gpu_util_avg_percent,energy_gpu_max_watts,0.4000000059604645,mediator,yes,strong,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_max_watts
energy_gpu_avg_watts,hyperparam_epochs,0.4000000059604645,irrelevant,yes,strong,mediator,hyperparam,other,gpu_avg_watts → epochs
energy_gpu_avg_watts,hyperparam_learning_rate,0.4000000059604645,irrelevant,yes,strong,mediator,hyperparam,other,gpu_avg_watts → learning_rate
energy_gpu_util_avg_percent,energy_gpu_avg_watts,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_avg_watts
energy_gpu_max_watts,hyperparam_epochs,0.3499999940395355,irrelevant,yes,strong,mediator,hyperparam,other,gpu_max_watts → epochs
energy_gpu_temp_max_celsius,energy_gpu_avg_watts,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_temp_max_celsius通过某种机制影响gpu_avg_watts
energy_gpu_total_joules,hyperparam_epochs,0.3499999940395355,irrelevant,yes,strong,energy,hyperparam,other,gpu_total_joules → epochs
perf_best_val_accuracy,hyperparam_learning_rate_x_is_parallel,0.3499999940395355,irrelevant,yes,strong,performance,interaction,other,best_val_accuracy → learning_rate_x_parallel
perf_test_accuracy,perf_best_val_accuracy,0.3499999940395355,irrelevant,yes,strong,performance,performance,other,test_accuracy → best_val_accuracy
perf_test_accuracy,hyperparam_l2_regularization,0.3499999940395355,irrelevant,yes,strong,performance,hyperparam,other,test_accuracy → l2_regularization
energy_gpu_max_watts,energy_gpu_min_watts,0.3499999940395355,mediator,yes,strong,mediator,mediator,Q3,gpu_max_watts通过某种机制影响gpu_min_watts
energy_gpu_temp_avg_celsius,is_parallel,0.3499999940395355,irrelevant,yes,strong,mediator,mode,other,gpu_temp_avg_celsius → is_parallel
perf_best_val_accuracy,hyperparam_epochs_x_is_parallel,0.3499999940395355,irrelevant,yes,strong,performance,interaction,other,best_val_accuracy → epochs_x_parallel
energy_cpu_pkg_joules,energy_gpu_min_watts,0.3499999940395355,mediator,yes,strong,energy,mediator,Q3,cpu_pkg_joules通过某种机制影响gpu_min_watts
hyperparam_l2_regularization_x_is_parallel,hyperparam_l2_regularization,0.3499999940395355,moderation,yes,strong,interaction,hyperparam,other,并行模式调节l2_regularization对l2_regularization的效应
energy_cpu_total_joules,energy_gpu_min_watts,0.30000001192092896,mediator,yes,strong,energy,mediator,Q3,cpu_total_joules通过某种机制影响gpu_min_watts
perf_test_accuracy,hyperparam_l2_regularization_x_is_parallel,0.30000001192092896,irrelevant,yes,strong,performance,interaction,other,test_accuracy → l2_regularization_x_parallel
energy_gpu_temp_max_celsius,energy_gpu_temp_avg_celsius,0.30000001192092896,mediator,yes,strong,mediator,mediator,Q3,gpu_temp_max_celsius通过某种机制影响gpu_temp_avg_celsius
energy_cpu_total_joules,energy_gpu_util_max_percent,0.30000001192092896,mediator,yes,strong,energy,mediator,Q3,cpu_total_joules通过某种机制影响gpu_util_max_percent
energy_gpu_temp_max_celsius,hyperparam_learning_rate,0.30000001192092896,irrelevant,yes,strong,mediator,hyperparam,other,gpu_temp_max_celsius → learning_rate
energy_cpu_pkg_joules,energy_gpu_avg_watts,0.30000001192092896,mediator,yes,strong,energy,mediator,Q3,cpu_pkg_joules通过某种机制影响gpu_avg_watts
energy_gpu_avg_watts,energy_cpu_ram_joules,0.30000001192092896,mediator,yes,strong,mediator,energy,Q3,gpu_avg_watts通过某种机制影响cpu_ram_joules
hyperparam_epochs,energy_gpu_max_watts,0.30000001192092896,main_effect,yes,strong,hyperparam,mediator,other,epochs直接影响gpu_max_watts
energy_gpu_avg_watts,hyperparam_epochs_x_is_parallel,0.30000001192092896,irrelevant,yes,strong,mediator,interaction,other,gpu_avg_watts → epochs_x_parallel
energy_gpu_util_avg_percent,is_parallel,0.30000001192092896,irrelevant,yes,strong,mediator,mode,other,gpu_util_avg_percent → is_parallel
energy_gpu_max_watts,energy_gpu_util_avg_percent,0.30000001192092896,mediator,yes,strong,mediator,mediator,Q3,gpu_max_watts通过某种机制影响gpu_util_avg_percent
hyperparam_epochs_x_is_parallel,energy_cpu_pkg_joules,0.30000001192092896,moderation,yes,strong,interaction,energy,Q1,并行模式调节epochs对cpu_pkg_joules的效应
is_parallel,hyperparam_learning_rate_x_is_parallel,0.30000001192092896,mode_effect,yes,strong,mode,interaction,other,is_parallel → learning_rate_x_parallel
hyperparam_epochs,energy_gpu_util_max_percent,0.30000001192092896,main_effect,yes,strong,hyperparam,mediator,other,epochs直接影响gpu_util_max_percent
energy_gpu_min_watts,energy_gpu_util_max_percent,0.30000001192092896,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_util_max_percent
energy_gpu_max_watts,energy_gpu_temp_avg_celsius,0.30000001192092896,mediator,yes,strong,mediator,mediator,Q3,gpu_max_watts通过某种机制影响gpu_temp_avg_celsius
energy_gpu_total_joules,energy_gpu_max_watts,0.30000001192092896,mediator,yes,strong,energy,mediator,Q3,gpu_total_joules通过某种机制影响gpu_max_watts
energy_gpu_util_max_percent,energy_gpu_util_avg_percent,0.30000001192092896,mediator,yes,strong,mediator,mediator,Q3,gpu_util_max_percent通过某种机制影响gpu_util_avg_percent
hyperparam_epochs,energy_cpu_pkg_joules,0.30000001192092896,main_effect,yes,strong,hyperparam,energy,Q1,epochs直接影响cpu_pkg_joules
energy_cpu_total_joules,hyperparam_epochs,0.30000001192092896,irrelevant,yes,strong,energy,hyperparam,other,cpu_total_joules → epochs
hyperparam_epochs,hyperparam_epochs_x_is_parallel,0.30000001192092896,irrelevant,yes,strong,hyperparam,interaction,other,epochs → epochs_x_parallel
hyperparam_l2_regularization_x_is_parallel,perf_test_accuracy,0.30000001192092896,moderation,yes,strong,interaction,performance,other,并行模式调节l2_regularization对test_accuracy的效应
perf_best_val_accuracy,hyperparam_learning_rate,0.25,irrelevant,yes,moderate,performance,hyperparam,other,best_val_accuracy → learning_rate
energy_cpu_total_joules,energy_gpu_max_watts,0.25,mediator,yes,moderate,energy,mediator,Q3,cpu_total_joules通过某种机制影响gpu_max_watts
hyperparam_epochs_x_is_parallel,hyperparam_l2_regularization_x_is_parallel,0.25,moderation,yes,moderate,interaction,interaction,other,并行模式调节epochs对l2_regularization_x_parallel的效应
hyperparam_epochs,energy_gpu_total_joules,0.25,main_effect,yes,moderate,hyperparam,energy,Q1,epochs直接影响gpu_total_joules
energy_gpu_max_watts,energy_gpu_util_max_percent,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_max_watts通过某种机制影响gpu_util_max_percent
energy_gpu_util_avg_percent,energy_gpu_min_watts,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_min_watts
perf_test_accuracy,hyperparam_learning_rate_x_is_parallel,0.25,irrelevant,yes,moderate,performance,interaction,other,test_accuracy → learning_rate_x_parallel
perf_test_accuracy,hyperparam_learning_rate,0.25,irrelevant,yes,moderate,performance,hyperparam,other,test_accuracy → learning_rate
energy_gpu_min_watts,hyperparam_seed,0.25,irrelevant,yes,moderate,mediator,hyperparam,other,gpu_min_watts → seed
perf_best_val_accuracy,hyperparam_l2_regularization_x_is_parallel,0.25,irrelevant,yes,moderate,performance,interaction,other,best_val_accuracy → l2_regularization_x_parallel
hyperparam_l2_regularization,hyperparam_l2_regularization_x_is_parallel,0.25,irrelevant,yes,moderate,hyperparam,interaction,other,l2_regularization → l2_regularization_x_parallel
is_parallel,energy_gpu_util_max_percent,0.25,mode_effect,yes,moderate,mode,mediator,other,is_parallel → gpu_util_max_percent
energy_gpu_avg_watts,energy_cpu_pkg_joules,0.25,mediator,yes,moderate,mediator,energy,Q3,gpu_avg_watts通过某种机制影响cpu_pkg_joules
energy_gpu_min_watts,hyperparam_learning_rate,0.25,irrelevant,yes,moderate,mediator,hyperparam,other,gpu_min_watts → learning_rate
energy_gpu_util_avg_percent,energy_gpu_temp_max_celsius,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_temp_max_celsius
energy_cpu_ram_joules,energy_cpu_total_joules,0.25,mediator,yes,moderate,energy,energy,Q3,cpu_ram_joules通过某种机制影响cpu_total_joules
energy_gpu_avg_watts,energy_gpu_temp_avg_celsius,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_temp_avg_celsius
energy_gpu_total_joules,energy_cpu_pkg_joules,0.25,mediator,yes,moderate,energy,energy,Q3,gpu_total_joules通过某种机制影响cpu_pkg_joules
energy_gpu_total_joules,energy_cpu_ram_joules,0.25,mediator,yes,moderate,energy,energy,Q3,gpu_total_joules通过某种机制影响cpu_ram_joules
energy_gpu_temp_avg_celsius,hyperparam_learning_rate,0.25,irrelevant,yes,moderate,mediator,hyperparam,other,gpu_temp_avg_celsius → learning_rate
energy_gpu_util_max_percent,energy_gpu_temp_max_celsius,0.25,mediator,yes,moderate,mediator,mediator,Q3,gpu_util_max_percent通过某种机制影响gpu_temp_max_celsius
energy_gpu_util_avg_percent,hyperparam_learning_rate,0.25,irrelevant,yes,moderate,mediator,hyperparam,other,gpu_util_avg_percent → learning_rate
energy_cpu_total_joules,energy_cpu_pkg_joules,0.25,mediator,yes,moderate,energy,energy,Q3,cpu_total_joules通过某种机制影响cpu_pkg_joules
hyperparam_epochs,energy_gpu_min_watts,0.25,main_effect,yes,moderate,hyperparam,mediator,other,epochs直接影响gpu_min_watts
hyperparam_epochs_x_is_parallel,energy_gpu_temp_avg_celsius,0.25,moderation,yes,moderate,interaction,mediator,other,并行模式调节epochs对gpu_temp_avg_celsius的效应
energy_gpu_avg_watts,energy_gpu_util_max_percent,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_util_max_percent
hyperparam_epochs,energy_gpu_temp_avg_celsius,0.20000000298023224,main_effect,yes,moderate,hyperparam,mediator,other,epochs直接影响gpu_temp_avg_celsius
hyperparam_learning_rate,energy_gpu_min_watts,0.20000000298023224,main_effect,yes,moderate,hyperparam,mediator,other,learning_rate直接影响gpu_min_watts
hyperparam_epochs_x_is_parallel,hyperparam_epochs,0.20000000298023224,moderation,yes,moderate,interaction,hyperparam,other,并行模式调节epochs对epochs的效应
hyperparam_epochs_x_is_parallel,hyperparam_l2_regularization,0.20000000298023224,moderation,yes,moderate,interaction,hyperparam,other,并行模式调节epochs对l2_regularization的效应
energy_cpu_ram_joules,hyperparam_epochs_x_is_parallel,0.20000000298023224,irrelevant,yes,moderate,energy,interaction,other,cpu_ram_joules → epochs_x_parallel
energy_cpu_ram_joules,energy_gpu_temp_avg_celsius,0.20000000298023224,mediator,yes,moderate,energy,mediator,Q3,cpu_ram_joules通过某种机制影响gpu_temp_avg_celsius
energy_gpu_util_max_percent,energy_gpu_max_watts,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_util_max_percent通过某种机制影响gpu_max_watts
energy_gpu_temp_max_celsius,energy_gpu_max_watts,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_temp_max_celsius通过某种机制影响gpu_max_watts
energy_gpu_temp_avg_celsius,energy_gpu_util_avg_percent,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_util_avg_percent
energy_gpu_temp_avg_celsius,energy_gpu_util_max_percent,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_util_max_percent
energy_gpu_temp_avg_celsius,hyperparam_epochs,0.20000000298023224,irrelevant,yes,moderate,mediator,hyperparam,other,gpu_temp_avg_celsius → epochs
energy_gpu_max_watts,energy_cpu_pkg_joules,0.20000000298023224,mediator,yes,moderate,mediator,energy,Q3,gpu_max_watts通过某种机制影响cpu_pkg_joules
energy_gpu_avg_watts,energy_gpu_min_watts,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_min_watts
hyperparam_epochs_x_is_parallel,energy_gpu_max_watts,0.20000000298023224,moderation,yes,moderate,interaction,mediator,other,并行模式调节epochs对gpu_max_watts的效应
energy_gpu_max_watts,energy_cpu_ram_joules,0.20000000298023224,mediator,yes,moderate,mediator,energy,Q3,gpu_max_watts通过某种机制影响cpu_ram_joules
hyperparam_l2_regularization,perf_best_val_accuracy,0.20000000298023224,main_effect,yes,moderate,hyperparam,performance,other,l2_regularization直接影响best_val_accuracy
energy_gpu_temp_avg_celsius,energy_gpu_avg_watts,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_avg_watts
energy_gpu_temp_avg_celsius,energy_gpu_max_watts,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_max_watts
energy_gpu_max_watts,energy_gpu_temp_max_celsius,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_max_watts通过某种机制影响gpu_temp_max_celsius
energy_gpu_min_watts,energy_gpu_util_avg_percent,0.20000000298023224,mediator,yes,moderate,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_util_avg_percent
