source,target,strength,edge_type,is_significant,strength_level,source_category,target_category,question_relevance,interpretation
perf_rank5,hyperparam_seed,1.0,irrelevant,yes,very_strong,performance,hyperparam,other,rank5 → seed
model_pcb,hyperparam_seed,1.0,control_effect,yes,very_strong,control,hyperparam,other,模型控制变量的影响
hyperparam_learning_rate_x_is_parallel,hyperparam_seed,1.0,moderation,yes,very_strong,interaction,hyperparam,other,并行模式调节learning_rate对seed的效应
energy_cpu_ram_joules,hyperparam_seed,1.0,irrelevant,yes,very_strong,energy,hyperparam,other,cpu_ram_joules → seed
hyperparam_epochs_x_is_parallel,hyperparam_seed,1.0,moderation,yes,very_strong,interaction,hyperparam,other,并行模式调节epochs对seed的效应
energy_gpu_temp_avg_celsius,hyperparam_seed,1.0,irrelevant,yes,very_strong,mediator,hyperparam,other,gpu_temp_avg_celsius → seed
model_hrnet18,hyperparam_seed,1.0,control_effect,yes,very_strong,control,hyperparam,other,模型控制变量的影响
energy_gpu_min_watts,hyperparam_seed,1.0,irrelevant,yes,very_strong,mediator,hyperparam,other,gpu_min_watts → seed
energy_cpu_total_joules,hyperparam_seed,1.0,irrelevant,yes,very_strong,energy,hyperparam,other,cpu_total_joules → seed
hyperparam_epochs,hyperparam_seed,1.0,irrelevant,yes,very_strong,hyperparam,hyperparam,other,epochs → seed
energy_cpu_pkg_joules,hyperparam_seed,1.0,irrelevant,yes,very_strong,energy,hyperparam,other,cpu_pkg_joules → seed
energy_gpu_max_watts,hyperparam_seed,1.0,irrelevant,yes,very_strong,mediator,hyperparam,other,gpu_max_watts → seed
energy_gpu_util_max_percent,hyperparam_seed,1.0,irrelevant,yes,very_strong,mediator,hyperparam,other,gpu_util_max_percent → seed
is_parallel,hyperparam_seed,1.0,mode_effect,yes,very_strong,mode,hyperparam,other,is_parallel → seed
perf_map,hyperparam_seed,1.0,irrelevant,yes,very_strong,performance,hyperparam,other,map → seed
hyperparam_dropout,hyperparam_seed,1.0,irrelevant,yes,very_strong,hyperparam,hyperparam,other,dropout → seed
