path_id,path_length,source,target,path,path_strength,step1_strength,step2_strength,step3_strength,path_type,question_relevance,interpretation
P2_155,2,hyperparam_learning_rate_x_is_parallel,hyperparam_seed,learning_rate_x_parallel → final_training_loss → seed,0.550000011920929,0.550000011920929,1.0,,moderation_mediated,other,learning_rate_x_parallel通过final_training_loss间接影响seed
P2_149,2,hyperparam_learning_rate_x_is_parallel,hyperparam_seed,learning_rate_x_parallel → gpu_temp_max_celsius → seed,0.5,0.5,1.0,,moderation_mediated,other,learning_rate_x_parallel通过gpu_temp_max_celsius间接影响seed
P2_217,2,hyperparam_epochs_x_is_parallel,hyperparam_seed,epochs_x_parallel → gpu_util_avg_percent → seed,0.5,0.5,1.0,,moderation_mediated,other,epochs_x_parallel通过gpu_util_avg_percent间接影响seed
P2_146,2,hyperparam_learning_rate_x_is_parallel,hyperparam_seed,learning_rate_x_parallel → gpu_max_watts → seed,0.45000001788139343,0.45000001788139343,1.0,,moderation_mediated,other,learning_rate_x_parallel通过gpu_max_watts间接影响seed
P2_035,2,hyperparam_learning_rate,hyperparam_seed,learning_rate → final_training_loss → seed,0.45000001788139343,0.45000001788139343,1.0,,other_mediation,other,learning_rate通过final_training_loss间接影响seed
P2_070,2,hyperparam_epochs,hyperparam_seed,epochs → eval_loss → seed,0.4000000059604645,0.4000000059604645,1.0,,other_mediation,other,epochs通过eval_loss间接影响seed
P2_220,2,hyperparam_epochs_x_is_parallel,hyperparam_seed,epochs_x_parallel → eval_loss → seed,0.4000000059604645,0.4000000059604645,1.0,,moderation_mediated,other,epochs_x_parallel通过eval_loss间接影响seed
P2_215,2,hyperparam_epochs_x_is_parallel,hyperparam_seed,epochs_x_parallel → gpu_temp_avg_celsius → seed,0.3499999940395355,0.3499999940395355,1.0,,moderation_mediated,other,epochs_x_parallel通过gpu_temp_avg_celsius间接影响seed
P2_064,2,hyperparam_epochs,hyperparam_seed,epochs → gpu_max_watts → seed,0.3499999940395355,0.3499999940395355,1.0,,other_mediation,other,epochs通过gpu_max_watts间接影响seed
P2_216,2,hyperparam_epochs_x_is_parallel,hyperparam_seed,epochs_x_parallel → gpu_temp_max_celsius → seed,0.3499999940395355,0.3499999940395355,1.0,,moderation_mediated,other,epochs_x_parallel通过gpu_temp_max_celsius间接影响seed
P2_151,2,hyperparam_learning_rate_x_is_parallel,hyperparam_seed,learning_rate_x_parallel → is_parallel → seed,0.3499999940395355,0.3499999940395355,1.0,,moderation_mediated,other,learning_rate_x_parallel通过is_parallel间接影响seed
P2_253,2,hyperparam_l2_regularization_x_is_parallel,hyperparam_seed,l2_regularization_x_parallel → gpu_temp_max_celsius → seed,0.3499999940395355,0.3499999940395355,1.0,,moderation_mediated,other,l2_regularization_x_parallel通过gpu_temp_max_celsius间接影响seed
P2_152,2,hyperparam_learning_rate_x_is_parallel,hyperparam_seed,learning_rate_x_parallel → learning_rate → seed,0.3499999940395355,0.3499999940395355,1.0,,moderation_mediated,other,learning_rate_x_parallel通过learning_rate间接影响seed
P2_037,2,hyperparam_learning_rate,hyperparam_seed,learning_rate → learning_rate_x_parallel → seed,0.30000001192092896,0.30000001192092896,1.0,,other_mediation,other,learning_rate通过learning_rate_x_parallel间接影响seed
P2_254,2,hyperparam_l2_regularization_x_is_parallel,hyperparam_seed,l2_regularization_x_parallel → l2_regularization → seed,0.30000001192092896,0.30000001192092896,1.0,,moderation_mediated,other,l2_regularization_x_parallel通过l2_regularization间接影响seed
P2_028,2,hyperparam_learning_rate,hyperparam_seed,learning_rate → gpu_max_watts → seed,0.30000001192092896,0.30000001192092896,1.0,,other_mediation,other,learning_rate通过gpu_max_watts间接影响seed
P2_071,2,hyperparam_epochs,hyperparam_seed,epochs → final_training_loss → seed,0.30000001192092896,0.30000001192092896,1.0,,other_mediation,other,epochs通过final_training_loss间接影响seed
P2_219,2,hyperparam_epochs_x_is_parallel,hyperparam_seed,epochs_x_parallel → epochs → seed,0.30000001192092896,0.30000001192092896,1.0,,moderation_mediated,other,epochs_x_parallel通过epochs间接影响seed
P2_106,2,hyperparam_l2_regularization,hyperparam_seed,l2_regularization → l2_regularization_x_parallel → seed,0.30000001192092896,0.30000001192092896,1.0,,other_mediation,other,l2_regularization通过l2_regularization_x_parallel间接影响seed
P2_145,2,hyperparam_learning_rate_x_is_parallel,hyperparam_seed,learning_rate_x_parallel → gpu_avg_watts → seed,0.30000001192092896,0.30000001192092896,1.0,,moderation_mediated,other,learning_rate_x_parallel通过gpu_avg_watts间接影响seed
P2_067,2,hyperparam_epochs,hyperparam_seed,epochs → gpu_temp_max_celsius → seed,0.25,0.25,1.0,,other_mediation,other,epochs通过gpu_temp_max_celsius间接影响seed
P2_105,2,hyperparam_l2_regularization,hyperparam_seed,l2_regularization → eval_loss → seed,0.25,0.25,1.0,,other_mediation,other,l2_regularization通过eval_loss间接影响seed
P2_101,2,hyperparam_l2_regularization,hyperparam_seed,l2_regularization → gpu_temp_max_celsius → seed,0.25,0.25,1.0,,other_mediation,other,l2_regularization通过gpu_temp_max_celsius间接影响seed
P2_069,2,hyperparam_epochs,hyperparam_seed,epochs → l2_regularization → seed,0.25,0.25,1.0,,other_mediation,other,epochs通过l2_regularization间接影响seed
P2_212,2,hyperparam_epochs_x_is_parallel,hyperparam_seed,epochs_x_parallel → gpu_avg_watts → seed,0.25,0.25,1.0,,moderation_mediated,other,epochs_x_parallel通过gpu_avg_watts间接影响seed
P2_120,2,hyperparam_learning_rate_x_is_parallel,energy_gpu_max_watts,learning_rate_x_parallel → gpu_temp_max_celsius → gpu_max_watts,0.22500000894069672,0.5,0.45000001788139343,,moderation_mediated,"Q1,Q3",learning_rate_x_parallel通过gpu_temp_max_celsius间接影响gpu_max_watts
P3_099,3,hyperparam_learning_rate_x_is_parallel,hyperparam_seed,learning_rate_x_parallel → gpu_temp_max_celsius → gpu_max_watts → seed,0.22500000894069672,0.5,0.45000001788139343,1.0,moderation_mediated,other,learning_rate_x_parallel通过gpu_temp_max_celsius和gpu_max_watts间接影响seed
P2_250,2,hyperparam_l2_regularization_x_is_parallel,hyperparam_seed,l2_regularization_x_parallel → gpu_avg_watts → seed,0.20000000298023224,0.20000000298023224,1.0,,moderation_mediated,other,l2_regularization_x_parallel通过gpu_avg_watts间接影响seed
P2_213,2,hyperparam_epochs_x_is_parallel,hyperparam_seed,epochs_x_parallel → gpu_max_watts → seed,0.20000000298023224,0.20000000298023224,1.0,,moderation_mediated,other,epochs_x_parallel通过gpu_max_watts间接影响seed
P2_148,2,hyperparam_learning_rate_x_is_parallel,hyperparam_seed,learning_rate_x_parallel → gpu_temp_avg_celsius → seed,0.20000000298023224,0.20000000298023224,1.0,,moderation_mediated,other,learning_rate_x_parallel通过gpu_temp_avg_celsius间接影响seed
P2_251,2,hyperparam_l2_regularization_x_is_parallel,hyperparam_seed,l2_regularization_x_parallel → gpu_max_watts → seed,0.20000000298023224,0.20000000298023224,1.0,,moderation_mediated,other,l2_regularization_x_parallel通过gpu_max_watts间接影响seed
P2_098,2,hyperparam_l2_regularization,hyperparam_seed,l2_regularization → gpu_avg_watts → seed,0.20000000298023224,0.20000000298023224,1.0,,other_mediation,other,l2_regularization通过gpu_avg_watts间接影响seed
P2_221,2,hyperparam_epochs_x_is_parallel,hyperparam_seed,epochs_x_parallel → final_training_loss → seed,0.20000000298023224,0.20000000298023224,1.0,,moderation_mediated,other,epochs_x_parallel通过final_training_loss间接影响seed
P2_033,2,hyperparam_learning_rate,hyperparam_seed,learning_rate → is_parallel → seed,0.20000000298023224,0.20000000298023224,1.0,,other_mediation,other,learning_rate通过is_parallel间接影响seed
P2_034,2,hyperparam_learning_rate,hyperparam_seed,learning_rate → eval_loss → seed,0.20000000298023224,0.20000000298023224,1.0,,other_mediation,other,learning_rate通过eval_loss间接影响seed
P2_123,2,hyperparam_learning_rate_x_is_parallel,energy_gpu_max_watts,learning_rate_x_parallel → final_training_loss → gpu_max_watts,0.1925000008940696,0.550000011920929,0.3499999940395355,,moderation_mediated,"Q1,Q3",learning_rate_x_parallel通过final_training_loss间接影响gpu_max_watts
P3_123,3,hyperparam_learning_rate_x_is_parallel,hyperparam_seed,learning_rate_x_parallel → final_training_loss → gpu_max_watts → seed,0.1925000008940696,0.550000011920929,0.3499999940395355,1.0,moderation_mediated,other,learning_rate_x_parallel通过final_training_loss和gpu_max_watts间接影响seed
P2_171,2,hyperparam_epochs_x_is_parallel,energy_cpu_ram_joules,epochs_x_parallel → gpu_util_avg_percent → cpu_ram_joules,0.17499999701976776,0.5,0.3499999940395355,,moderation_mediated,"Q1,Q3",epochs_x_parallel通过gpu_util_avg_percent间接影响cpu_ram_joules
P3_098,3,hyperparam_learning_rate_x_is_parallel,hyperparam_seed,learning_rate_x_parallel → gpu_temp_max_celsius → gpu_avg_watts → seed,0.17499999701976776,0.5,0.3499999940395355,1.0,moderation_mediated,other,learning_rate_x_parallel通过gpu_temp_max_celsius和gpu_avg_watts间接影响seed
P3_171,3,hyperparam_epochs_x_is_parallel,hyperparam_seed,epochs_x_parallel → gpu_util_avg_percent → cpu_ram_joules → seed,0.17499999701976776,0.5,0.3499999940395355,1.0,moderation_mediated,other,epochs_x_parallel通过gpu_util_avg_percent和cpu_ram_joules间接影响seed
P2_116,2,hyperparam_learning_rate_x_is_parallel,energy_gpu_avg_watts,learning_rate_x_parallel → gpu_temp_max_celsius → gpu_avg_watts,0.17499999701976776,0.5,0.3499999940395355,,moderation_mediated,"Q1,Q3",learning_rate_x_parallel通过gpu_temp_max_celsius间接影响gpu_avg_watts
P3_031,3,hyperparam_learning_rate,hyperparam_seed,learning_rate → learning_rate_x_parallel → final_training_loss → seed,0.16500001013278975,0.30000001192092896,0.550000011920929,1.0,other_mediation,other,learning_rate通过learning_rate_x_parallel和final_training_loss间接影响seed
P2_040,2,hyperparam_learning_rate,perf_final_training_loss,learning_rate → learning_rate_x_parallel → final_training_loss,0.16500001013278975,0.30000001192092896,0.550000011920929,,mediation_to_performance,Q3,learning_rate通过learning_rate_x_parallel间接影响final_training_loss
P3_022,3,hyperparam_learning_rate,hyperparam_seed,learning_rate → final_training_loss → gpu_max_watts → seed,0.15750000357627858,0.45000001788139343,0.3499999940395355,1.0,other_mediation,other,learning_rate通过final_training_loss和gpu_max_watts间接影响seed
P2_114,2,hyperparam_learning_rate_x_is_parallel,energy_gpu_avg_watts,learning_rate_x_parallel → gpu_max_watts → gpu_avg_watts,0.15750000357627858,0.45000001788139343,0.3499999940395355,,moderation_mediated,"Q1,Q3",learning_rate_x_parallel通过gpu_max_watts间接影响gpu_avg_watts
P3_120,3,hyperparam_learning_rate_x_is_parallel,hyperparam_seed,learning_rate_x_parallel → learning_rate → final_training_loss → seed,0.15750000357627858,0.3499999940395355,0.45000001788139343,1.0,moderation_mediated,other,learning_rate_x_parallel通过learning_rate和final_training_loss间接影响seed
P3_166,3,hyperparam_epochs_x_is_parallel,hyperparam_seed,epochs_x_parallel → gpu_temp_max_celsius → gpu_max_watts → seed,0.15750000357627858,0.3499999940395355,0.45000001788139343,1.0,moderation_mediated,other,epochs_x_parallel通过gpu_temp_max_celsius和gpu_max_watts间接影响seed
P2_242,2,hyperparam_l2_regularization_x_is_parallel,energy_gpu_max_watts,l2_regularization_x_parallel → gpu_temp_max_celsius → gpu_max_watts,0.15750000357627858,0.3499999940395355,0.45000001788139343,,moderation_mediated,"Q1,Q3",l2_regularization_x_parallel通过gpu_temp_max_celsius间接影响gpu_max_watts
P3_204,3,hyperparam_l2_regularization_x_is_parallel,hyperparam_seed,l2_regularization_x_parallel → gpu_temp_max_celsius → gpu_max_watts → seed,0.15750000357627858,0.3499999940395355,0.45000001788139343,1.0,moderation_mediated,other,l2_regularization_x_parallel通过gpu_temp_max_celsius和gpu_max_watts间接影响seed
P2_183,2,hyperparam_epochs_x_is_parallel,energy_gpu_max_watts,epochs_x_parallel → gpu_temp_max_celsius → gpu_max_watts,0.15750000357627858,0.3499999940395355,0.45000001788139343,,moderation_mediated,"Q1,Q3",epochs_x_parallel通过gpu_temp_max_celsius间接影响gpu_max_watts
P2_167,2,hyperparam_learning_rate_x_is_parallel,perf_final_training_loss,learning_rate_x_parallel → learning_rate → final_training_loss,0.15750000357627858,0.3499999940395355,0.45000001788139343,,moderation_mediated,Q3,learning_rate_x_parallel通过learning_rate间接影响final_training_loss
P3_090,3,hyperparam_learning_rate_x_is_parallel,hyperparam_seed,learning_rate_x_parallel → gpu_max_watts → gpu_avg_watts → seed,0.15750000357627858,0.45000001788139343,0.3499999940395355,1.0,moderation_mediated,other,learning_rate_x_parallel通过gpu_max_watts和gpu_avg_watts间接影响seed
