group_id,intervention,metric1,metric2,ate1,ate2,sign1,sign2,is_significant
group1_examples,energy_cpu_pkg_joules,energy_gpu_avg_watts,hyperparam_epochs,-0.3112594089242652,-0.1892619974358732,+,-,True
group1_examples,energy_cpu_pkg_joules,energy_gpu_total_joules,hyperparam_epochs,-0.0132565589870559,-0.1892619974358732,+,-,True
group1_examples,energy_cpu_ram_joules,energy_gpu_avg_watts,energy_gpu_util_avg_percent,0.030832867409355,-0.6172633766329767,-,+,True
group1_examples,energy_cpu_ram_joules,energy_gpu_avg_watts,model_siamese,0.030832867409355,0.729837403680847,-,+,True
group1_examples,energy_cpu_ram_joules,energy_gpu_total_joules,energy_gpu_util_avg_percent,0.0216402276378951,-0.6172633766329767,-,+,True
group1_examples,energy_cpu_ram_joules,energy_gpu_total_joules,model_siamese,0.0216402276378951,0.729837403680847,-,+,True
group1_examples,energy_cpu_ram_joules,energy_gpu_util_avg_percent,model_mnist_ff,-0.6172633766329767,-2.158556651063476e-06,+,-,True
group1_examples,energy_cpu_ram_joules,model_mnist_ff,model_siamese,-2.158556651063476e-06,0.729837403680847,-,+,True
group1_examples,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_total_joules,-0.3443853242355494,0.257580965922199,+,-,True
group1_examples,energy_cpu_total_joules,energy_gpu_avg_watts,hyperparam_epochs,-0.3443853242355494,-0.225039724412234,+,-,True
group1_examples,energy_gpu_min_watts,energy_gpu_max_watts,energy_gpu_temp_avg_celsius,-0.102470695994063,0.1080601003764672,+,-,True
group1_examples,energy_gpu_min_watts,energy_gpu_max_watts,energy_gpu_util_avg_percent,-0.102470695994063,0.2552555613215282,+,-,True
group1_examples,energy_gpu_min_watts,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,0.1080601003764672,-0.3544702788507039,-,+,True
group1_examples,energy_gpu_min_watts,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,-0.3544702788507039,0.2552555613215282,+,-,True
group1_examples,model_mnist_ff,energy_gpu_temp_avg_celsius,model_siamese,-0.2846461333128221,-0.3271889400921659,+,-,True
group1_examples,model_mnist_ff,energy_gpu_temp_avg_celsius,hyperparam_seed,-0.2846461333128221,-0.4089801711903753,+,-,True
group1_examples,model_mnist_ff,energy_gpu_temp_max_celsius,model_siamese,-0.2445516048864305,-0.3271889400921659,+,-,True
group1_examples,model_mnist_ff,energy_gpu_temp_max_celsius,hyperparam_seed,-0.2445516048864305,-0.4089801711903753,+,-,True
group1_examples,hyperparam_epochs_x_is_parallel,energy_gpu_max_watts,energy_gpu_min_watts,0.0376403666949598,-0.4676209782511897,-,+,True
group1_examples,hyperparam_epochs_x_is_parallel,energy_gpu_max_watts,energy_gpu_util_max_percent,0.0376403666949598,-0.212973057386228,-,+,True
group1_examples,hyperparam_epochs_x_is_parallel,energy_gpu_max_watts,hyperparam_batch_size_x_is_parallel,0.0376403666949598,0.0626318460092446,-,+,True
group2_vulberta,energy_gpu_avg_watts,energy_gpu_total_joules,is_parallel,0.0440147145060881,0.0162847067030972,-,+,True
group2_vulberta,energy_gpu_max_watts,energy_gpu_avg_watts,energy_gpu_min_watts,0.060921602110244,-0.0056245829722708,-,+,True
group2_vulberta,energy_gpu_max_watts,energy_gpu_avg_watts,energy_gpu_temp_avg_celsius,0.060921602110244,-0.0063385800455236,-,+,True
group2_vulberta,energy_gpu_max_watts,energy_gpu_avg_watts,hyperparam_epochs,0.060921602110244,0.0074192234109824,-,+,True
group2_vulberta,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_util_avg_percent,-0.0056245829722708,0.0011180430539964,+,-,True
group2_vulberta,energy_gpu_max_watts,energy_gpu_temp_avg_celsius,energy_gpu_util_avg_percent,-0.0063385800455236,0.0011180430539964,+,-,True
group2_vulberta,energy_gpu_max_watts,energy_gpu_util_avg_percent,hyperparam_epochs,0.0011180430539964,0.0074192234109824,-,+,True
group2_vulberta,energy_gpu_total_joules,is_parallel,perf_eval_loss,-0.0371826676075987,-0.2689265462679461,-,+,True
group3_person_reid,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_gpu_total_joules,-0.8667332865361903,0.1256219862251943,+,-,True
group3_person_reid,energy_cpu_pkg_joules,energy_gpu_min_watts,energy_gpu_total_joules,-0.4189921057197733,0.1256219862251943,+,-,True
group3_person_reid,energy_cpu_pkg_joules,energy_gpu_total_joules,is_parallel,0.1256219862251943,1.4222694633138546,-,+,True
group3_person_reid,energy_gpu_max_watts,energy_cpu_ram_joules,energy_gpu_temp_avg_celsius,0.3059415174083564,-0.3685585885752543,-,+,True
group3_person_reid,energy_gpu_max_watts,energy_cpu_ram_joules,perf_rank1,0.3059415174083564,0.1821191773498695,-,+,True
group3_person_reid,energy_gpu_max_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,0.7067602474469077,-0.3685585885752543,-,+,True
group3_person_reid,energy_gpu_max_watts,energy_gpu_total_joules,perf_rank1,0.7067602474469077,0.1821191773498695,-,+,True
group3_person_reid,energy_gpu_max_watts,energy_gpu_temp_avg_celsius,perf_map,-0.3685585885752543,-0.051540844837596,+,-,True
group3_person_reid,energy_gpu_max_watts,perf_map,perf_rank1,-0.051540844837596,0.1821191773498695,-,+,True
group3_person_reid,energy_gpu_min_watts,energy_gpu_total_joules,hyperparam_learning_rate_x_is_parallel,1.0354069267615171,0.0266457879737563,-,+,True
group3_person_reid,energy_gpu_temp_max_celsius,energy_cpu_ram_joules,energy_gpu_avg_watts,0.0044617687447164,-0.0503134707595111,-,+,True
group3_person_reid,energy_gpu_temp_max_celsius,energy_cpu_ram_joules,energy_gpu_total_joules,0.0044617687447164,-0.0472583629010045,-,+,True
