source,target,weight
energy_cpu_pkg_joules,hyperparam_batch_size,0.30000001192092896
energy_cpu_ram_joules,perf_test_accuracy,0.30000001192092896
energy_cpu_total_joules,energy_cpu_ram_joules,0.30000001192092896
energy_gpu_avg_watts,energy_gpu_max_watts,0.3499999940395355
energy_gpu_avg_watts,energy_gpu_temp_max_celsius,0.4000000059604645
energy_gpu_avg_watts,energy_gpu_util_max_percent,0.4000000059604645
energy_gpu_max_watts,energy_gpu_util_max_percent,0.4000000059604645
energy_gpu_max_watts,hyperparam_batch_size,0.30000001192092896
energy_gpu_min_watts,energy_gpu_util_avg_percent,0.5
energy_gpu_total_joules,model_mnist_ff,0.3499999940395355
energy_gpu_total_joules,model_siamese,0.3499999940395355
energy_gpu_total_joules,hyperparam_learning_rate,0.3499999940395355
energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,0.3499999940395355
energy_gpu_temp_max_celsius,energy_gpu_temp_avg_celsius,0.30000001192092896
energy_gpu_util_avg_percent,energy_gpu_min_watts,0.30000001192092896
energy_gpu_util_max_percent,energy_gpu_max_watts,0.4000000059604645
energy_gpu_util_max_percent,energy_gpu_util_avg_percent,0.30000001192092896
energy_gpu_util_max_percent,hyperparam_seed,0.3499999940395355
energy_gpu_util_max_percent,perf_test_accuracy,0.5
model_mnist_ff,energy_gpu_util_avg_percent,0.4000000059604645
model_mnist_ff,model_siamese,0.45000001788139343
model_mnist_ff,hyperparam_batch_size,0.45000001788139343
model_mnist_ff,hyperparam_seed,0.550000011920929
model_mnist_ff,perf_test_accuracy,1.0
model_mnist_rnn,energy_gpu_temp_avg_celsius,0.30000001192092896
model_mnist_rnn,energy_gpu_util_avg_percent,0.4000000059604645
model_mnist_rnn,perf_test_accuracy,0.30000001192092896
model_siamese,energy_gpu_max_watts,0.30000001192092896
hyperparam_batch_size,perf_test_accuracy,0.30000001192092896
hyperparam_epochs,model_siamese,0.30000001192092896
