source,target,weight
energy_cpu_pkg_joules,energy_cpu_ram_joules,0.6399999856948853
energy_cpu_pkg_joules,energy_cpu_total_joules,0.4599999785423279
energy_cpu_pkg_joules,energy_gpu_min_watts,0.3400000035762787
energy_cpu_pkg_joules,energy_gpu_total_joules,0.3199999928474426
energy_cpu_pkg_joules,is_parallel,0.3199999928474426
energy_cpu_ram_joules,energy_cpu_total_joules,0.41999998688697815
energy_cpu_ram_joules,energy_gpu_min_watts,0.47999998927116394
energy_cpu_total_joules,energy_cpu_pkg_joules,0.5399999618530273
energy_cpu_total_joules,energy_cpu_ram_joules,0.5399999618530273
energy_cpu_total_joules,energy_gpu_min_watts,0.3199999928474426
energy_cpu_total_joules,energy_gpu_total_joules,0.5199999809265137
energy_cpu_total_joules,is_parallel,0.3799999952316284
energy_gpu_avg_watts,energy_gpu_max_watts,0.3999999761581421
energy_gpu_avg_watts,energy_gpu_total_joules,0.6599999666213989
energy_gpu_avg_watts,energy_gpu_temp_avg_celsius,0.41999998688697815
energy_gpu_avg_watts,model_hrnet18,0.3199999928474426
energy_gpu_max_watts,energy_cpu_ram_joules,0.3799999952316284
energy_gpu_max_watts,energy_gpu_avg_watts,0.3799999952316284
energy_gpu_max_watts,energy_gpu_total_joules,0.5399999618530273
energy_gpu_max_watts,energy_gpu_temp_avg_celsius,0.3999999761581421
energy_gpu_max_watts,energy_gpu_util_avg_percent,0.5799999833106995
energy_gpu_max_watts,energy_gpu_util_max_percent,0.5399999618530273
energy_gpu_max_watts,model_hrnet18,0.6599999666213989
energy_gpu_max_watts,model_pcb,0.5399999618530273
energy_gpu_max_watts,perf_map,0.47999998927116394
energy_gpu_max_watts,perf_rank1,0.4399999976158142
energy_gpu_min_watts,energy_gpu_total_joules,0.3999999761581421
energy_gpu_min_watts,energy_gpu_util_avg_percent,0.3400000035762787
energy_gpu_min_watts,hyperparam_learning_rate_x_is_parallel,0.5
energy_gpu_total_joules,model_hrnet18,0.35999998450279236
energy_gpu_temp_avg_celsius,energy_gpu_avg_watts,0.5799999833106995
energy_gpu_temp_avg_celsius,energy_gpu_total_joules,0.5600000023841858
energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,0.47999998927116394
energy_gpu_temp_avg_celsius,energy_gpu_util_avg_percent,0.5199999809265137
energy_gpu_temp_avg_celsius,model_hrnet18,0.5399999618530273
energy_gpu_temp_max_celsius,energy_cpu_ram_joules,0.4399999976158142
energy_gpu_temp_max_celsius,energy_gpu_avg_watts,0.3199999928474426
energy_gpu_temp_max_celsius,energy_gpu_total_joules,0.6599999666213989
energy_gpu_temp_max_celsius,energy_gpu_temp_avg_celsius,0.47999998927116394
energy_gpu_temp_max_celsius,energy_gpu_util_max_percent,0.3400000035762787
energy_gpu_temp_max_celsius,model_hrnet18,0.35999998450279236
energy_gpu_temp_max_celsius,hyperparam_learning_rate_x_is_parallel,0.3199999928474426
energy_gpu_util_avg_percent,energy_gpu_max_watts,0.3199999928474426
energy_gpu_util_avg_percent,energy_gpu_min_watts,0.6200000047683716
energy_gpu_util_avg_percent,energy_gpu_total_joules,0.5999999642372131
energy_gpu_util_avg_percent,energy_gpu_temp_avg_celsius,0.47999998927116394
energy_gpu_util_avg_percent,energy_gpu_temp_max_celsius,0.3199999928474426
energy_gpu_util_avg_percent,energy_gpu_util_max_percent,0.41999998688697815
energy_gpu_util_avg_percent,model_hrnet18,0.5
energy_gpu_util_max_percent,energy_cpu_ram_joules,0.47999998927116394
energy_gpu_util_max_percent,energy_gpu_max_watts,0.4599999785423279
energy_gpu_util_max_percent,energy_gpu_min_watts,0.4599999785423279
energy_gpu_util_max_percent,energy_gpu_temp_max_celsius,0.5600000023841858
energy_gpu_util_max_percent,energy_gpu_util_avg_percent,0.5600000023841858
energy_gpu_util_max_percent,model_hrnet18,0.3799999952316284
energy_gpu_util_max_percent,model_pcb,0.41999998688697815
is_parallel,energy_cpu_ram_joules,0.6800000071525574
is_parallel,energy_cpu_total_joules,0.3199999928474426
is_parallel,energy_gpu_avg_watts,0.3799999952316284
is_parallel,energy_gpu_max_watts,0.35999998450279236
is_parallel,energy_gpu_min_watts,0.699999988079071
is_parallel,energy_gpu_temp_avg_celsius,0.4599999785423279
is_parallel,energy_gpu_temp_max_celsius,0.3799999952316284
is_parallel,energy_gpu_util_max_percent,0.5999999642372131
is_parallel,hyperparam_learning_rate_x_is_parallel,0.6399999856948853
is_parallel,hyperparam_epochs_x_is_parallel,0.8399999737739563
is_parallel,hyperparam_dropout_x_is_parallel,0.8399999737739563
hyperparam_learning_rate,hyperparam_learning_rate_x_is_parallel,0.6399999856948853
hyperparam_epochs,energy_gpu_min_watts,0.47999998927116394
hyperparam_epochs,energy_gpu_total_joules,0.6800000071525574
hyperparam_epochs,model_hrnet18,0.3199999928474426
hyperparam_epochs,hyperparam_epochs_x_is_parallel,0.5999999642372131
model_hrnet18,energy_gpu_max_watts,0.3400000035762787
model_hrnet18,energy_gpu_total_joules,0.5399999618530273
model_hrnet18,energy_gpu_temp_avg_celsius,0.3799999952316284
model_pcb,energy_cpu_ram_joules,0.3199999928474426
model_pcb,energy_gpu_max_watts,0.4599999785423279
model_pcb,energy_gpu_min_watts,0.5399999618530273
model_pcb,energy_gpu_total_joules,0.699999988079071
model_pcb,energy_gpu_temp_max_celsius,0.3999999761581421
model_pcb,energy_gpu_util_avg_percent,0.5799999833106995
model_pcb,energy_gpu_util_max_percent,0.5399999618530273
model_pcb,model_hrnet18,0.5
model_pcb,perf_map,0.5199999809265137
model_pcb,perf_rank1,0.4399999976158142
hyperparam_dropout,hyperparam_dropout_x_is_parallel,0.47999998927116394
perf_map,hyperparam_learning_rate,0.3199999928474426
perf_map,model_pcb,0.3400000035762787
perf_map,perf_rank1,0.3799999952316284
perf_map,perf_rank5,0.4399999976158142
perf_rank1,model_pcb,0.3999999761581421
perf_rank1,perf_map,0.5799999833106995
perf_rank1,perf_rank5,0.5399999618530273
perf_rank5,perf_map,0.3799999952316284
perf_rank5,perf_rank1,0.3999999761581421
hyperparam_learning_rate_x_is_parallel,is_parallel,0.35999998450279236
hyperparam_learning_rate_x_is_parallel,hyperparam_learning_rate,0.3199999928474426
