source,target,strength,ate_global_std,ate_global_std_ci_lower,ate_global_std_ci_upper,ate_global_std_is_significant,ate_global_std_confounders_count
energy_cpu_pkg_joules,perf_eval_loss,0.6,,,,True,12
energy_cpu_pkg_joules,perf_final_training_loss,0.45000002,,,,True,7
energy_cpu_pkg_joules,perf_eval_samples_per_second,0.45000002,,,,True,6
energy_cpu_pkg_joules,perf_map,0.35,,,,True,8
energy_cpu_pkg_joules,perf_rank1,0.35,,,,True,6
energy_cpu_pkg_joules,perf_rank5,0.4,,,,True,6
energy_cpu_pkg_joules,perf_recall,0.35,,,,True,4
energy_cpu_pkg_joules,perf_best_val_accuracy,0.45000002,,,,True,19
energy_cpu_ram_joules,energy_gpu_total_joules,0.55,-0.3733588613343322,-0.44653719815586135,-0.3001805245128031,True,1
energy_cpu_ram_joules,energy_gpu_util_avg_percent,0.45000002,-0.6397362674989117,-0.7651245759286983,-0.514347959069125,True,1
energy_cpu_ram_joules,energy_gpu_util_max_percent,0.5,0.10215736309129773,0.08213451992540338,0.12218020625719209,True,0
energy_cpu_ram_joules,perf_eval_loss,0.35,,,,True,12
energy_cpu_ram_joules,perf_final_training_loss,0.45000002,,,,True,7
energy_cpu_ram_joules,perf_eval_samples_per_second,0.5,,,,True,6
energy_cpu_ram_joules,perf_map,0.45000002,,,,True,8
energy_cpu_ram_joules,perf_rank1,0.45000002,,,,True,6
energy_cpu_ram_joules,perf_rank5,0.75,,,,True,6
energy_cpu_ram_joules,perf_recall,0.45000002,,,,True,4
energy_cpu_ram_joules,perf_best_val_accuracy,0.6,,,,True,19
energy_cpu_total_joules,energy_gpu_total_joules,0.35,0.15112730367359634,0.12150635215357146,0.18074825519362123,True,1
energy_cpu_total_joules,energy_gpu_util_avg_percent,0.35,0.020355974087879435,0.016366203166655068,0.024345745009103803,True,1
energy_cpu_total_joules,is_parallel,0.35,0.7219695872901196,0.5804635481812561,0.8634756263989831,True,0
energy_cpu_total_joules,perf_eval_loss,0.5,,,,True,12
energy_cpu_total_joules,perf_eval_samples_per_second,0.5,,,,True,6
energy_cpu_total_joules,perf_map,0.45000002,,,,True,8
energy_cpu_total_joules,perf_rank5,0.35,,,,True,6
energy_cpu_total_joules,hyperparam_kfold,0.35,1.1154096034998082,0.8967893212138458,1.3340298857857706,True,1
energy_cpu_total_joules,perf_best_val_accuracy,0.4,,,,True,19
energy_gpu_avg_watts,perf_test_accuracy,0.35,,,,True,5
energy_gpu_avg_watts,perf_eval_loss,0.4,,,,True,12
energy_gpu_avg_watts,perf_best_val_accuracy,0.35,,,,True,19
energy_gpu_max_watts,perf_test_accuracy,0.35,,,,True,5
energy_gpu_max_watts,perf_final_training_loss,0.4,,,,True,8
energy_gpu_min_watts,energy_gpu_max_watts,0.5,0.7872874448091756,0.6329791056265771,0.941595783991774,True,0
energy_gpu_min_watts,energy_gpu_temp_avg_celsius,0.45000002,2.181085205886925,1.7535925055330877,2.608577906240762,True,0
energy_gpu_min_watts,energy_gpu_temp_max_celsius,0.4,-0.3831711553051149,-0.45827270174491747,-0.30806960886531237,True,1
energy_gpu_min_watts,perf_map,0.45000002,,,,True,8
energy_gpu_total_joules,energy_gpu_avg_watts,0.45000002,11.00358651113389,8.846883554951647,13.160289467316131,True,2
energy_gpu_total_joules,perf_eval_loss,0.45000002,,,,True,12
