source,target,strength,ate_global_std,ate_global_std_ci_lower,ate_global_std_ci_upper,ate_global_std_is_significant,ate_global_std_confounders_count
energy_cpu_pkg_joules,energy_cpu_ram_joules,0.55,1.2721758613829062,1.0228293925518566,1.5215223302139558,True,1
energy_cpu_pkg_joules,energy_cpu_total_joules,0.45000002,1.029704787995947,0.8278826495487412,1.2315269264431525,True,1
energy_cpu_pkg_joules,perf_rank1,0.35,,,,True,16
energy_cpu_pkg_joules,perf_rank5,0.4,,,,True,10
energy_cpu_pkg_joules,perf_top1_accuracy,0.45000002,,,,True,13
energy_cpu_pkg_joules,perf_top5_accuracy,0.35,,,,True,11
energy_cpu_pkg_joules,perf_accuracy,0.45000002,,,,True,4
energy_cpu_ram_joules,perf_map,0.45000002,,,,True,18
energy_cpu_ram_joules,perf_rank1,0.35,,,,True,16
energy_cpu_ram_joules,perf_top1_accuracy,0.55,,,,True,12
energy_cpu_ram_joules,perf_top5_accuracy,0.35,,,,True,11
energy_cpu_total_joules,hyperparam_epochs,0.4,4.655528204067475,3.74304467607025,5.568011732064701,True,3
energy_cpu_total_joules,perf_eval_loss,0.55,,,,True,8
energy_cpu_total_joules,perf_final_training_loss,0.4,,,,True,4
energy_cpu_total_joules,perf_rank1,0.4,,,,True,16
energy_cpu_total_joules,perf_rank5,0.35,,,,True,10
energy_cpu_total_joules,perf_top5_accuracy,0.4,,,,True,11
energy_cpu_total_joules,perf_precision,0.35,,,,True,9
energy_gpu_avg_watts,hyperparam_epochs,0.5,2.796966472761521,2.248761044100263,3.3451719014227788,True,2
energy_gpu_avg_watts,perf_eval_loss,0.45000002,,,,True,7
energy_gpu_avg_watts,perf_final_training_loss,0.45000002,,,,True,3
energy_gpu_avg_watts,perf_eval_samples_per_second,0.35,,,,True,12
energy_gpu_avg_watts,perf_map,0.35,,,,True,17
energy_gpu_avg_watts,perf_rank1,0.35,,,,True,16
energy_gpu_avg_watts,perf_rank5,0.55,,,,True,10
energy_gpu_avg_watts,perf_top1_accuracy,0.4,,,,True,12
energy_gpu_avg_watts,perf_top5_accuracy,0.4,,,,True,11
energy_gpu_avg_watts,perf_top10_accuracy,0.45000002,,,,True,8
energy_gpu_avg_watts,perf_top20_accuracy,0.45000002,,,,True,14
energy_gpu_avg_watts,hyperparam_epochs_x_is_parallel,0.35,1.7327785059352014,1.393153918771902,2.072403093098501,True,5
energy_gpu_max_watts,energy_gpu_util_avg_percent,0.4,1.5356792566225246,1.2346861223245098,1.8366723909205394,True,1
energy_gpu_max_watts,perf_eval_loss,0.5,,,,True,7
energy_gpu_max_watts,perf_final_training_loss,0.5,,,,True,4
energy_gpu_max_watts,perf_eval_samples_per_second,0.55,,,,True,12
energy_gpu_max_watts,perf_map,0.6,,,,True,17
energy_gpu_max_watts,perf_rank1,0.35,,,,True,16
energy_gpu_max_watts,perf_rank5,0.4,,,,True,10
energy_gpu_max_watts,perf_top1_accuracy,0.45000002,,,,True,12
energy_gpu_max_watts,perf_top20_accuracy,0.55,,,,True,14
energy_gpu_max_watts,perf_precision,0.35,,,,True,8
energy_gpu_max_watts,perf_recall,0.4,,,,True,5
energy_gpu_min_watts,perf_map,0.5,,,,True,17
energy_gpu_min_watts,perf_rank1,0.35,,,,True,16
energy_gpu_min_watts,perf_rank5,0.4,,,,True,10
energy_gpu_min_watts,perf_top5_accuracy,0.45000002,,,,True,11
energy_gpu_min_watts,perf_precision,0.4,,,,True,8
energy_gpu_total_joules,energy_cpu_pkg_joules,0.35,2.6454660805765715,2.1269547287835637,3.1639774323695793,True,0
energy_gpu_total_joules,perf_eval_loss,0.4,,,,True,7
energy_gpu_total_joules,perf_eval_samples_per_second,0.5,,,,True,12
energy_gpu_total_joules,perf_map,0.55,,,,True,17
energy_gpu_total_joules,perf_rank1,0.5,,,,True,16
