source,target,strength,ate_global_std,ate_global_std_ci_lower,ate_global_std_ci_upper,ate_global_std_is_significant,ate_global_std_confounders_count
energy_cpu_pkg_joules,energy_cpu_ram_joules,0.55,0.7076095634509947,0.7076095634509947,0.7076095634509947,True,1
energy_cpu_pkg_joules,energy_cpu_total_joules,0.45000002,0.5332428726643601,0.5332428726643601,0.5332428726643601,True,1
energy_cpu_pkg_joules,perf_rank1,0.35,,,,True,16
energy_cpu_pkg_joules,perf_rank5,0.4,,,,True,10
energy_cpu_pkg_joules,perf_top1_accuracy,0.45000002,,,,True,13
energy_cpu_pkg_joules,perf_top5_accuracy,0.35,,,,True,11
energy_cpu_pkg_joules,perf_accuracy,0.45000002,,,,True,4
energy_cpu_ram_joules,perf_map,0.45000002,,,,True,18
energy_cpu_ram_joules,perf_rank1,0.35,,,,True,16
energy_cpu_ram_joules,perf_top1_accuracy,0.55,,,,True,12
energy_cpu_ram_joules,perf_top5_accuracy,0.35,,,,True,11
energy_cpu_total_joules,hyperparam_epochs,0.4,2.3996497805561625,2.3996497805561625,2.3996497805561625,True,3
energy_cpu_total_joules,perf_eval_loss,0.55,,,,True,8
energy_cpu_total_joules,perf_final_training_loss,0.4,,,,True,4
energy_cpu_total_joules,perf_rank1,0.4,,,,True,16
energy_cpu_total_joules,perf_rank5,0.35,,,,True,10
energy_cpu_total_joules,perf_top5_accuracy,0.4,,,,True,11
energy_cpu_total_joules,perf_precision,0.35,,,,True,9
energy_gpu_avg_watts,hyperparam_epochs,0.5,0.7870326842064956,0.7870326842064956,0.7870326842064956,True,2
energy_gpu_avg_watts,perf_eval_loss,0.45000002,,,,True,7
energy_gpu_avg_watts,perf_final_training_loss,0.45000002,,,,True,3
energy_gpu_avg_watts,perf_eval_samples_per_second,0.35,,,,True,12
energy_gpu_avg_watts,perf_map,0.35,,,,True,17
energy_gpu_avg_watts,perf_rank1,0.35,,,,True,16
energy_gpu_avg_watts,perf_rank5,0.55,,,,True,10
energy_gpu_avg_watts,perf_top1_accuracy,0.4,,,,True,12
energy_gpu_avg_watts,perf_top5_accuracy,0.4,,,,True,11
energy_gpu_avg_watts,perf_top10_accuracy,0.45000002,,,,True,8
energy_gpu_avg_watts,perf_top20_accuracy,0.45000002,,,,True,14
energy_gpu_avg_watts,hyperparam_epochs_x_is_parallel,0.35,0.40760372346987755,0.40760372346987755,0.40760372346987755,True,5
energy_gpu_max_watts,energy_gpu_util_avg_percent,0.4,0.24306482530740228,0.24306482530740228,0.24306482530740228,True,1
energy_gpu_max_watts,perf_eval_loss,0.5,,,,True,7
energy_gpu_max_watts,perf_final_training_loss,0.5,,,,True,4
energy_gpu_max_watts,perf_eval_samples_per_second,0.55,,,,True,12
energy_gpu_max_watts,perf_map,0.6,,,,True,17
energy_gpu_max_watts,perf_rank1,0.35,,,,True,16
energy_gpu_max_watts,perf_rank5,0.4,,,,True,10
energy_gpu_max_watts,perf_top1_accuracy,0.45000002,,,,True,12
energy_gpu_max_watts,perf_top20_accuracy,0.55,,,,True,14
energy_gpu_max_watts,perf_precision,0.35,,,,True,8
energy_gpu_max_watts,perf_recall,0.4,,,,True,5
energy_gpu_min_watts,perf_map,0.5,,,,True,17
energy_gpu_min_watts,perf_rank1,0.35,,,,True,16
energy_gpu_min_watts,perf_rank5,0.4,,,,True,10
energy_gpu_min_watts,perf_top5_accuracy,0.45000002,,,,True,11
energy_gpu_min_watts,perf_precision,0.4,,,,True,8
energy_gpu_total_joules,energy_cpu_pkg_joules,0.35,0.9036434518147387,0.9036434518147387,0.9036434518147387,True,0
energy_gpu_total_joules,perf_eval_loss,0.4,,,,True,7
energy_gpu_total_joules,perf_eval_samples_per_second,0.5,,,,True,12
energy_gpu_total_joules,perf_map,0.55,,,,True,17
energy_gpu_total_joules,perf_rank1,0.5,,,,True,16
energy_gpu_total_joules,perf_rank5,0.35,,,,True,10
energy_gpu_total_joules,perf_top5_accuracy,0.6,,,,True,11
energy_gpu_total_joules,perf_top10_accuracy,0.35,,,,True,8
energy_gpu_total_joules,perf_top20_accuracy,0.4,,,,True,14
energy_gpu_total_joules,perf_accuracy,0.35,,,,True,4
energy_gpu_total_joules,perf_precision,0.5,,,,True,8
energy_gpu_total_joules,perf_recall,0.35,,,,True,5
energy_gpu_total_joules,perf_best_val_accuracy,0.35,0.029462273561349058,0.029462273561349058,0.029462273561349058,True,3
energy_gpu_total_joules,hyperparam_epochs_x_is_parallel,0.35,1.1782979358550707,1.1782979358550707,1.1782979358550707,True,5
energy_gpu_temp_avg_celsius,hyperparam_seed,0.35,1.0811055011409567,0.6171643335538747,1.5450466687280389,True,2
energy_gpu_temp_avg_celsius,perf_eval_loss,0.5,,,,True,7
energy_gpu_temp_avg_celsius,perf_eval_samples_per_second,0.4,,,,True,12
energy_gpu_temp_avg_celsius,perf_rank1,0.35,,,,True,16
energy_gpu_temp_avg_celsius,perf_top5_accuracy,0.35,,,,True,11
energy_gpu_temp_avg_celsius,perf_top10_accuracy,0.45000002,,,,True,9
energy_gpu_temp_avg_celsius,perf_top20_accuracy,0.45000002,,,,True,14
energy_gpu_temp_avg_celsius,perf_precision,0.35,,,,True,8
energy_gpu_temp_avg_celsius,perf_recall,0.4,,,,True,5
energy_gpu_temp_max_celsius,is_parallel,0.35,-0.42459772098501913,-0.42459772098501913,-0.42459772098501913,True,1
energy_gpu_temp_max_celsius,perf_eval_loss,0.45000002,,,,True,7
energy_gpu_temp_max_celsius,perf_eval_samples_per_second,0.45000002,,,,True,12
energy_gpu_temp_max_celsius,perf_rank1,0.35,,,,True,16
energy_gpu_temp_max_celsius,perf_rank5,0.4,,,,True,10
energy_gpu_temp_max_celsius,perf_top5_accuracy,0.4,,,,True,11
energy_gpu_temp_max_celsius,perf_top10_accuracy,0.45000002,,,,True,8
energy_gpu_temp_max_celsius,perf_precision,0.4,,,,True,8
energy_gpu_temp_max_celsius,perf_recall,0.35,,,,True,5
energy_gpu_util_avg_percent,perf_eval_loss,0.5,,,,True,7
energy_gpu_util_avg_percent,perf_map,0.35,,,,True,17
energy_gpu_util_avg_percent,perf_rank1,0.5,,,,True,16
energy_gpu_util_avg_percent,perf_top10_accuracy,0.4,,,,True,9
energy_gpu_util_avg_percent,hyperparam_learning_rate_x_is_parallel,0.4,-0.8968974396414979,-0.8968974396414979,-0.8968974396414979,True,3
energy_gpu_util_avg_percent,hyperparam_epochs_x_is_parallel,0.35,0.2522924268244149,0.2522924268244149,0.2522924268244149,True,6
energy_gpu_util_max_percent,is_parallel,0.35,0.6943517995028584,0.6943517995028584,0.6943517995028584,True,1
energy_gpu_util_max_percent,perf_final_training_loss,0.35,,,,True,3
energy_gpu_util_max_percent,perf_eval_samples_per_second,0.4,,,,True,12
energy_gpu_util_max_percent,perf_map,0.4,,,,True,17
energy_gpu_util_max_percent,perf_top1_accuracy,0.55,,,,True,12
energy_gpu_util_max_percent,perf_top5_accuracy,0.4,,,,True,11
energy_gpu_util_max_percent,perf_top10_accuracy,0.5,,,,True,8
energy_gpu_util_max_percent,perf_top20_accuracy,0.4,,,,True,14
energy_gpu_util_max_percent,perf_precision,0.35,,,,True,8
energy_gpu_util_max_percent,hyperparam_learning_rate_x_is_parallel,0.35,-0.8533625598073676,-0.8533625598073676,-0.8533625598073676,True,2
is_parallel,perf_eval_samples_per_second,0.55,,,,True,12
is_parallel,perf_top1_accuracy,0.45000002,,,,True,13
is_parallel,perf_top10_accuracy,0.4,,,,True,8
is_parallel,perf_precision,0.4,,,,True,8
is_parallel,hyperparam_learning_rate_x_is_parallel,0.35,1.4253383836157245,1.1423270830667964,1.7083496841646526,True,3
is_parallel,hyperparam_epochs_x_is_parallel,0.45000002,1.8347337713750016,1.4648660249172694,2.204601517832734,True,7
model_mnist_ff,perf_rank5,0.35,0.0,0.0,0.0,False,10
hyperparam_learning_rate,perf_eval_samples_per_second,0.4,,,,True,12
hyperparam_learning_rate,perf_map,0.35,,,,True,17
hyperparam_learning_rate,perf_rank1,0.4,,,,True,16
hyperparam_learning_rate,perf_rank5,0.4,,,,True,10
hyperparam_learning_rate,perf_top1_accuracy,0.4,,,,True,12
hyperparam_learning_rate,perf_top20_accuracy,0.4,,,,True,14
hyperparam_epochs,perf_eval_samples_per_second,0.35,,,,True,13
hyperparam_epochs,perf_top5_accuracy,0.55,,,,True,11
hyperparam_epochs,perf_top20_accuracy,0.5,,,,True,15
hyperparam_seed,perf_map,0.35,,,,True,19
hyperparam_seed,perf_rank1,0.4,,,,True,17
perf_test_accuracy,energy_gpu_max_watts,0.35,-0.030487106813999243,-0.030487106813999243,-0.030487106813999243,True,0
perf_test_accuracy,energy_gpu_temp_avg_celsius,0.35,-0.013755988525176439,-0.013755988525176439,-0.013755988525176439,True,0
perf_test_accuracy,hyperparam_learning_rate,0.85,0.23491217078248527,0.23491217078248527,0.23491217078248527,True,0
perf_test_accuracy,hyperparam_epochs,0.55,0.06109237394904352,0.06109237394904352,0.06109237394904352,True,2
perf_test_accuracy,hyperparam_seed,0.35,0.025325121078265733,-0.5015226546333156,0.5521728967898469,False,2
perf_test_accuracy,perf_eval_loss,0.5,,,,True,7
perf_test_accuracy,perf_eval_samples_per_second,0.45000002,,,,True,12
perf_test_accuracy,perf_map,0.4,,,,True,17
perf_test_accuracy,perf_rank1,0.55,,,,True,16
perf_test_accuracy,perf_rank5,0.5,,,,True,10
perf_test_accuracy,perf_top1_accuracy,0.4,,,,True,12
perf_test_accuracy,perf_top5_accuracy,0.45000002,,,,True,11
perf_test_accuracy,perf_top20_accuracy,0.45000002,,,,True,14
perf_test_accuracy,perf_accuracy,0.55,,,,True,4
perf_test_accuracy,perf_precision,0.45000002,,,,True,8
perf_test_accuracy,perf_recall,0.5,,,,True,5
perf_test_accuracy,perf_best_val_accuracy,0.35,1.5009538490149383,1.5009538490149383,1.5009538490149383,True,3
perf_test_accuracy,hyperparam_epochs_x_is_parallel,0.35,-0.10078825926882448,-0.10078825926882448,-0.10078825926882448,True,5
hyperparam_l2_regularization,perf_map,0.45000002,,,,True,18
hyperparam_l2_regularization,perf_top20_accuracy,0.35,,,,True,15
hyperparam_l2_regularization,perf_accuracy,0.35,,,,True,5
hyperparam_l2_regularization,perf_best_val_accuracy,0.35,0.09981345677593528,0.09981345677593528,0.09981345677593528,True,3
perf_eval_loss,perf_rank1,0.4,0.0,0.0,0.0,False,16
perf_final_training_loss,perf_rank1,0.4,0.0,0.0,0.0,False,17
model_hrnet18,perf_map,0.4,0.0,0.0,0.0,False,17
model_hrnet18,perf_top1_accuracy,0.45000002,0.0,0.0,0.0,False,12
model_hrnet18,perf_top20_accuracy,0.45000002,0.0,0.0,0.0,False,14
model_pcb,hyperparam_seed,0.35,0.0,0.0,0.0,False,2
model_pcb,perf_top20_accuracy,0.35,0.0,0.0,0.0,False,14
perf_rank5,perf_top1_accuracy,0.35,0.0,0.0,0.0,False,18
hyperparam_alpha,perf_top1_accuracy,0.4,0.0,0.0,0.0,False,12
hyperparam_kfold,perf_map,0.4,0.0,0.0,0.0,False,17
hyperparam_kfold,perf_top1_accuracy,0.4,0.0,0.0,0.0,False,12
hyperparam_max_iter,perf_map,0.35,0.0,0.0,0.0,False,17
hyperparam_max_iter,perf_rank5,0.4,0.0,0.0,0.0,False,10
perf_top10_accuracy,perf_eval_samples_per_second,0.35,0.0,0.0,0.0,False,14
perf_top10_accuracy,perf_top20_accuracy,0.35,0.0,0.0,0.0,False,18
perf_top10_accuracy,perf_accuracy,0.4,0.0,0.0,0.0,False,12
perf_top20_accuracy,perf_eval_samples_per_second,0.35,0.0,0.0,0.0,False,17
perf_top20_accuracy,perf_top5_accuracy,0.35,0.0,0.0,0.0,False,20
perf_recall,perf_rank1,0.35,0.0,0.0,0.0,False,17
perf_best_val_accuracy,perf_map,0.35,,,,True,18
perf_best_val_accuracy,perf_top10_accuracy,0.35,,,,True,11
hyperparam_batch_size_x_is_parallel,perf_map,0.35,0.0,0.0,0.0,False,17
hyperparam_learning_rate_x_is_parallel,perf_map,0.4,,,,True,18
hyperparam_learning_rate_x_is_parallel,perf_top1_accuracy,0.35,,,,True,13
hyperparam_learning_rate_x_is_parallel,perf_top20_accuracy,0.55,,,,True,16
hyperparam_learning_rate_x_is_parallel,perf_recall,0.35,,,,True,8
hyperparam_learning_rate_x_is_parallel,hyperparam_epochs_x_is_parallel,0.55,0.36238136048430203,0.36238136048430203,0.36238136048430203,True,6
hyperparam_epochs_x_is_parallel,perf_top20_accuracy,0.4,,,,True,16
hyperparam_l2_regularization_x_is_parallel,hyperparam_l2_regularization,0.45000002,0.23488774923803654,0.23488774923803654,0.23488774923803654,True,0
hyperparam_l2_regularization_x_is_parallel,perf_best_val_accuracy,0.35,-0.012480217189013907,-0.012480217189013907,-0.012480217189013907,True,3
hyperparam_max_iter_x_is_parallel,perf_eval_samples_per_second,0.35,0.0,0.0,0.0,False,12
hyperparam_max_iter_x_is_parallel,perf_map,0.45000002,0.0,0.0,0.0,False,17
hyperparam_max_iter_x_is_parallel,perf_rank1,0.35,0.0,0.0,0.0,False,16
hyperparam_max_iter_x_is_parallel,perf_top10_accuracy,0.35,0.0,0.0,0.0,False,8
hyperparam_max_iter_x_is_parallel,perf_top20_accuracy,0.35,0.0,0.0,0.0,False,14
