source,target,strength,ate_global_std,ate_global_std_ci_lower,ate_global_std_ci_upper,ate_global_std_is_significant,ate_global_std_confounders_count
energy_cpu_pkg_joules,perf_eval_loss,0.6,,,,True,12
energy_cpu_pkg_joules,perf_final_training_loss,0.45000002,,,,True,7
energy_cpu_pkg_joules,perf_eval_samples_per_second,0.45000002,,,,True,6
energy_cpu_pkg_joules,perf_map,0.35,,,,True,8
energy_cpu_pkg_joules,perf_rank1,0.35,,,,True,6
energy_cpu_pkg_joules,perf_rank5,0.4,,,,True,6
energy_cpu_pkg_joules,perf_recall,0.35,,,,True,4
energy_cpu_pkg_joules,perf_best_val_accuracy,0.45000002,,,,True,19
energy_cpu_ram_joules,energy_gpu_total_joules,0.55,-0.02224412018947828,-0.02224412018947828,-0.02224412018947828,True,1
energy_cpu_ram_joules,energy_gpu_util_avg_percent,0.45000002,-0.03594633286321783,-0.03594633286321783,-0.03594633286321783,True,1
energy_cpu_ram_joules,energy_gpu_util_max_percent,0.5,0.00626193518549992,0.00626193518549992,0.00626193518549992,True,0
energy_cpu_ram_joules,perf_eval_loss,0.35,,,,True,12
energy_cpu_ram_joules,perf_final_training_loss,0.45000002,,,,True,7
energy_cpu_ram_joules,perf_eval_samples_per_second,0.5,,,,True,6
energy_cpu_ram_joules,perf_map,0.45000002,,,,True,8
energy_cpu_ram_joules,perf_rank1,0.45000002,,,,True,6
energy_cpu_ram_joules,perf_rank5,0.75,,,,True,6
energy_cpu_ram_joules,perf_recall,0.45000002,,,,True,4
energy_cpu_ram_joules,perf_best_val_accuracy,0.6,,,,True,19
energy_cpu_total_joules,energy_gpu_total_joules,0.35,0.018545687305019383,0.018545687305019383,0.018545687305019383,True,1
energy_cpu_total_joules,energy_gpu_util_avg_percent,0.35,0.01203746989135506,0.01203746989135506,0.01203746989135506,True,1
energy_cpu_total_joules,is_parallel,0.35,0.08946243782218709,0.08946243782218709,0.08946243782218709,True,0
energy_cpu_total_joules,perf_eval_loss,0.5,,,,True,12
energy_cpu_total_joules,perf_eval_samples_per_second,0.5,,,,True,6
energy_cpu_total_joules,perf_map,0.45000002,,,,True,8
energy_cpu_total_joules,perf_rank5,0.35,,,,True,6
energy_cpu_total_joules,hyperparam_kfold,0.35,0.13687050650153945,0.13687050650153945,0.13687050650153945,True,1
energy_cpu_total_joules,perf_best_val_accuracy,0.4,,,,True,19
energy_gpu_avg_watts,perf_test_accuracy,0.35,,,,True,5
energy_gpu_avg_watts,perf_eval_loss,0.4,,,,True,12
energy_gpu_avg_watts,perf_best_val_accuracy,0.35,,,,True,19
energy_gpu_max_watts,perf_test_accuracy,0.35,,,,True,5
energy_gpu_max_watts,perf_final_training_loss,0.4,,,,True,8
energy_gpu_min_watts,energy_gpu_max_watts,0.5,0.39778963655823996,0.39778963655823996,0.39778963655823996,True,0
energy_gpu_min_watts,energy_gpu_temp_avg_celsius,0.45000002,1.1047305177958906,1.1047305177958906,1.1047305177958906,True,0
energy_gpu_min_watts,energy_gpu_temp_max_celsius,0.4,-0.20463655692659663,-0.20463655692659663,-0.20463655692659663,True,1
energy_gpu_min_watts,perf_map,0.45000002,,,,True,8
energy_gpu_total_joules,energy_gpu_avg_watts,0.45000002,1.2056529157759592,1.2056529157759592,1.2056529157759592,True,2
energy_gpu_total_joules,perf_eval_loss,0.45000002,,,,True,12
