experiment_id,timestamp,repository,model,training_success,duration_seconds,retries,hyperparam_alpha,hyperparam_batch_size,hyperparam_dropout,hyperparam_epochs,hyperparam_kfold,hyperparam_learning_rate,hyperparam_max_iter,hyperparam_seed,hyperparam_weight_decay,perf_accuracy,perf_best_val_accuracy,perf_map,perf_precision,perf_rank1,perf_rank5,perf_recall,perf_test_accuracy,perf_test_loss,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,experiment_source
mutation_2x_safe__MRT-OAST_default_080_parallel,2025-11-23T15:13:37.076071,MRT-OAST,default,True,55.59422945976257,0,,,0.0860428717356504,,,,,,,,,,,,,,,,3690.56,248.4,3938.96,181.67249999999999,190.51,180.36,8720.279999999999,69.0,69.0,100.0,100.0,mutation_2x_safe
mutation_2x_safe__MRT-OAST_default_081_parallel,2025-11-23T15:16:02.341837,MRT-OAST,default,True,55.25694489479065,0,,,,,,,,,0.0005717446125042851,,,,,,,,,,3672.13,245.95,3918.08,189.16645833333334,191.01,186.82,9079.99,70.0,70.0,100.0,100.0,mutation_2x_safe
mutation_2x_safe__MRT-OAST_default_082_parallel,2025-11-23T15:18:28.087260,MRT-OAST,default,True,55.73644518852234,0,,,,,,,,,3.46147453717011e-05,,,,,,,,,,3704.04,248.57,3952.61,180.9054166666667,190.24,173.07,8683.460000000001,69.02083333333333,70.0,100.0,100.0,mutation_2x_safe
mutation_2x_safe__MRT-OAST_default_083_parallel,2025-11-23T15:20:53.734124,MRT-OAST,default,True,55.63794779777527,0,,,,,,,,4708,,,,,,,,,,,3698.22,248.54,3946.76,182.09770833333332,189.96,179.78,8740.689999999999,69.0,69.0,100.0,100.0,mutation_2x_safe
mutation_2x_safe__MRT-OAST_default_084_parallel,2025-11-23T15:23:19.305001,MRT-OAST,default,True,55.56194448471069,0,,,,,,,,7934,,,,,,,,,,,3692.71,246.29,3939.0,189.2,190.88,186.77,8892.4,70.0,70.0,100.0,100.0,mutation_2x_safe
mutation_2x_safe__VulBERTa_mlp_085,2025-11-23T15:25:46.990205,VulBERTa,mlp,True,87.679762840271,0,,,,5,,,,,,,,,,,,,,,5910.81,418.81,6329.62,179.19630952380953,186.86,177.17,15052.490000000002,69.0,69.0,100.0,100.0,mutation_2x_safe
mutation_2x_safe__VulBERTa_mlp_086,2025-11-23T15:28:13.465383,VulBERTa,mlp,True,86.4720938205719,0,,,,12,,,,,,,,,,,,,,,5832.64,410.28,6242.92,185.34048192771093,318.27,144.23,15383.260000000006,69.57831325301204,75.0,98.48192771084338,100.0,mutation_2x_safe
mutation_2x_safe__VulBERTa_mlp_087,2025-11-23T15:30:41.203726,VulBERTa,mlp,True,87.73500633239746,0,,,,,,3.7911927254533e-05,,,,,,,,,,,,,5924.54,414.53,6339.07,179.3433333333333,310.95,130.79,15064.839999999997,69.13095238095238,73.0,99.26190476190476,100.0,mutation_2x_safe
mutation_2x_safe__VulBERTa_mlp_088,2025-11-23T15:33:08.907719,VulBERTa,mlp,True,87.70080471038818,0,,,,,,3.4238263388520385e-05,,,,,,,,,,,,,5932.93,418.56,6351.49,182.9494047619047,286.24,133.0,15367.749999999995,69.17857142857143,73.0,98.80952380952381,100.0,mutation_2x_safe
mutation_2x_safe__VulBERTa_mlp_089,2025-11-23T15:35:36.642707,VulBERTa,mlp,True,87.73162531852722,0,,,,,,,,,3.296007164140619e-05,,,,,,,,,,5921.48,417.55,6339.03,184.2855952380953,307.99,163.85,15479.990000000005,69.72619047619048,74.0,99.94047619047619,100.0,mutation_2x_safe
mutation_2x_safe__VulBERTa_mlp_090,2025-11-23T15:38:04.408334,VulBERTa,mlp,True,87.76237845420837,0,,,,,,,,,3.744668106380706e-05,,,,,,,,,,5929.05,420.09,6349.14,186.09142857142865,309.97,136.28,15631.680000000006,69.75,73.0,99.58333333333333,100.0,mutation_2x_safe
mutation_2x_safe__VulBERTa_mlp_091,2025-11-23T15:40:31.873604,VulBERTa,mlp,True,87.46201586723328,0,,,,,,,,7023,,,,,,,,,,,5915.21,415.25,6330.46,182.3571428571429,183.25,181.88,15318.000000000004,69.02380952380952,70.0,100.0,100.0,mutation_2x_safe
mutation_2x_safe__VulBERTa_mlp_092,2025-11-23T15:42:59.644291,VulBERTa,mlp,True,87.76754570007324,0,,,,,,,,2719,,,,,,,,,,,5928.52,417.36,6345.88,184.00035714285713,274.47,141.17,15456.029999999999,69.63095238095238,75.0,98.80952380952381,100.0,mutation_2x_safe
mutation_2x_safe__VulBERTa_mlp_093_parallel,2025-11-23T15:46:07.288482,VulBERTa,mlp,True,97.63652324676514,0,,,,20,,,,,,,,,,,,,,,6584.57,481.43,7066.0,183.88591397849459,319.46,132.73,17101.389999999996,69.80645161290323,75.0,98.66666666666667,100.0,mutation_2x_safe
mutation_2x_safe__VulBERTa_mlp_094_parallel,2025-11-23T15:49:17.329028,VulBERTa,mlp,True,100.03141760826111,0,,,,7,,,,,,,,,,,,,,,6730.62,495.69,7226.31,179.68187499999996,180.47,179.07,17249.459999999995,69.0,69.0,100.0,100.0,mutation_2x_safe
mutation_2x_safe__VulBERTa_mlp_095_parallel,2025-11-23T15:52:26.767238,VulBERTa,mlp,True,99.42908883094788,0,,,,,,2.4683001870555256e-05,,,,,,,,,,,,,6701.29,492.43,7193.72,182.64147368421058,183.82,181.48,17350.940000000006,69.06315789473685,70.0,100.0,100.0,mutation_2x_safe
mutation_2x_safe__VulBERTa_mlp_096_parallel,2025-11-23T15:55:35.880077,VulBERTa,mlp,True,99.10336995124817,0,,,,,,2.3439673303020184e-05,,,,,,,,,,,,,6692.72,488.0,7180.72,185.8317894736842,319.26,157.89,17654.02,70.23157894736842,75.0,99.2,100.0,mutation_2x_safe
mutation_2x_safe__VulBERTa_mlp_097_parallel,2025-11-23T15:58:45.323805,VulBERTa,mlp,True,99.43442940711975,0,,,,,,,,,1.9515045134764296e-05,,,,,,,,,,6709.53,490.35,7199.88,189.636947368421,190.62,188.25,18015.509999999995,70.62105263157895,71.0,100.0,100.0,mutation_2x_safe
mutation_2x_safe__VulBERTa_mlp_098_parallel,2025-11-23T16:01:53.074412,VulBERTa,mlp,True,97.7412223815918,0,,,,,,,,,2.7447082173123794e-05,,,,,,,,,,6585.47,480.51,7065.98,183.82521276595742,301.79,141.35,17279.569999999996,70.09574468085107,75.0,99.14893617021276,100.0,mutation_2x_safe
mutation_2x_safe__VulBERTa_mlp_099_parallel,2025-11-23T16:05:02.563168,VulBERTa,mlp,True,99.47952604293823,0,,,,,,,,2692,,,,,,,,,,,6704.82,490.5,7195.32,178.20778947368427,178.98,177.5,16929.740000000005,69.12631578947368,70.0,100.0,100.0,mutation_2x_safe
mutation_2x_safe__VulBERTa_mlp_100_parallel,2025-11-23T16:08:12.172498,VulBERTa,mlp,True,99.60020637512207,0,,,,,,,,2992,,,,,,,,,,,6719.26,492.46,7211.72,182.14073684210533,317.22,165.3,17303.370000000006,69.87368421052632,75.0,100.0,100.0,mutation_2x_safe
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_101,2025-11-23T16:46:29.199749,bug-localization-by-dnn-and-rvsm,default,True,2237.0052196979523,0,,,,,,,2813,,,,,,,,,,,,168519.87,10144.92,178664.79,182.07181081081052,313.08,126.25,336832.84999999945,69.85621621621621,75.0,99.70432432432432,100.0,mutation_2x_safe
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_102,2025-11-23T17:24:15.743136,bug-localization-by-dnn-and-rvsm,default,True,2206.523845434189,0,,,,,,,12193,,,,,,,,,,,,166244.0,10007.09,176251.09,179.33712021857895,314.61,120.8,328186.92999999947,70.16830601092896,76.0,99.62677595628415,100.0,mutation_2x_safe
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_103,2025-11-23T18:02:08.850937,bug-localization-by-dnn-and-rvsm,default,True,2213.0879476070404,0,1.875842452824886e-05,,,,,,,,,,,,,,,,,,166630.34,10107.48,176737.82,179.64279956427015,316.03,121.26,329824.18,70.32407407407408,75.0,99.61873638344227,100.0,mutation_2x_safe
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_104,2025-11-23T18:39:59.354109,bug-localization-by-dnn-and-rvsm,default,True,2210.483597755432,0,6.596035512417656e-06,,,,,,,,,,,,,,,,,,166522.78,10085.44,176608.22,181.32165298303207,318.88,121.83,331274.65999999957,70.23535851122058,75.0,99.3935413245758,100.0,mutation_2x_safe
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_105,2025-11-23T19:17:55.103594,bug-localization-by-dnn-and-rvsm,default,True,2215.7297196388245,0,,,,,,,,9036,,,,,,,,,,,167044.72,10144.36,177189.08,180.80293668122272,308.34,123.42,331230.98000000004,69.9934497816594,75.0,99.62390829694323,100.0,mutation_2x_safe
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_106,2025-11-23T19:55:48.004198,bug-localization-by-dnn-and-rvsm,default,True,2212.880748987198,0,,,,,,,,2062,,,,,,,,,,,166581.38,10129.97,176711.35,181.587863387978,317.93,124.24,332305.78999999975,69.88469945355192,75.0,99.51366120218579,100.0,mutation_2x_safe
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_107_parallel,2025-11-23T20:34:22.599733,bug-localization-by-dnn-and-rvsm,default,True,2224.571357727051,0,,,,,,,15068,,,,,,,,,,,,167502.06,10146.45,177648.51,181.2109337676439,319.99,125.93,333790.54000000004,69.82193268186754,74.0,99.58414766558089,100.0,mutation_2x_safe
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_108_parallel,2025-11-23T21:12:48.621496,bug-localization-by-dnn-and-rvsm,default,True,2215.997578859329,0,,,,,,,1927,,,,,,,,,,,,166851.09,10077.34,176928.43,181.5363195201746,316.5,121.01,332937.6100000002,69.76717557251908,75.0,99.62977099236642,100.0,mutation_2x_safe
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_109_parallel,2025-11-23T21:51:23.443010,bug-localization-by-dnn-and-rvsm,default,True,2224.7973124980927,0,6.251717651898004e-06,,,,,,,,,,,,,,,,,,167542.1,10171.36,177713.46,182.91602179836477,317.26,123.37,335650.8999999993,69.46811989100817,74.0,99.48719346049046,100.0,mutation_2x_safe
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_110_parallel,2025-11-23T22:29:54.953339,bug-localization-by-dnn-and-rvsm,default,True,2221.4864585399628,0,1.0557984747514713e-05,,,,,,,,,,,,,,,,,,167370.11,10154.51,177524.62,181.1673879781422,312.28,127.65,331536.3200000002,69.17868852459016,75.0,99.64207650273224,100.0,mutation_2x_safe
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_111_parallel,2025-11-23T23:06:56.327404,bug-localization-by-dnn-and-rvsm,default,True,2131.350720643997,0,,,,,,,,5153,,,,,,,,,,,160092.85,9668.83,169761.68,184.34663631189562,312.64,131.63,323897.0400000006,69.17757541263518,74.0,99.3915765509391,100.0,mutation_2x_safe
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_112_parallel,2025-11-23T23:44:50.275931,bug-localization-by-dnn-and-rvsm,default,True,2183.9249889850616,0,,,,,,,,541,,,,,,,,,,,164203.63,9867.1,174070.73,183.31964444444415,316.36,127.35,329975.35999999946,69.22055555555555,75.0,99.46666666666667,100.0,mutation_2x_safe
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_113,2025-11-24T01:00:59.445839,Person_reID_baseline_pytorch,densenet121,True,4508.389322042465,0,,,,52,,,,,,,,0.737258,,0.904394,0.962886,,,,303972.97,22236.23,326209.2,190.24867572547242,319.66,173.25,826059.7500000013,70.33095347766006,76.0,99.7448180561953,100.0,mutation_2x_safe
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_114,2025-11-24T02:56:25.177722,Person_reID_baseline_pytorch,densenet121,True,6864.534966945648,0,,,,81,,,,,,,,0.765536,,0.904691,0.968824,,,,461771.88,33903.12,495675.0,191.93792498487574,319.78,156.6,1269093.5599999984,69.69812462189958,76.0,99.8020266182698,100.0,mutation_2x_safe
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_115,2025-11-24T04:22:49.028869,Person_reID_baseline_pytorch,densenet121,True,5122.951269865036,0,,,,,,0.035265983310670546,,,,,,0.744607,,0.902019,0.963777,,,,344609.81,25181.09,369790.9,192.95816616008116,320.6,157.51,952248.5500000005,69.75724417426545,76.0,99.74650455927052,100.0,mutation_2x_safe
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_116,2025-11-24T05:48:59.062767,Person_reID_baseline_pytorch,densenet121,True,5109.1337077617645,0,,,,,,0.03351532792732529,,,,,,0.734409,,0.897862,0.961995,,,,343644.87,25269.46,368914.33,193.037669172932,320.1,173.66,949938.3699999984,69.78419020524284,76.0,99.7640723430197,100.0,mutation_2x_safe
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_117,2025-11-24T07:14:48.736867,Person_reID_baseline_pytorch,densenet121,True,5088.774070978165,0,,,0.5225492919437038,,,,,,,,,0.744781,,0.904097,0.964371,,,,341929.06,25231.31,367160.37,193.0445052030196,320.33,175.26,946111.1199999991,69.52805549887778,76.0,99.77249540910019,100.0,mutation_2x_safe
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_118,2025-11-24T08:40:57.949120,Person_reID_baseline_pytorch,densenet121,True,5108.311867713928,0,,,0.5287922547131229,,,,,,,,,0.738528,,0.899644,0.957542,,,,343599.98,25229.5,368829.48,192.97290243902464,319.55,169.22,949426.6800000012,69.71930894308943,76.0,99.77012195121951,100.0,mutation_2x_safe
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_119,2025-11-24T10:08:57.128201,Person_reID_baseline_pytorch,densenet121,True,5218.277374982834,0,,,,,,,,5042,,,,0.751914,,0.904394,0.967637,,,,351711.26,25611.53,377322.79,220.0825686430556,320.22,8.77,1106134.9899999974,77.57879029048945,84.0,71.8366494230004,100.0,mutation_2x_safe
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_120,2025-11-24T11:24:09.073715,Person_reID_baseline_pytorch,densenet121,True,4451.051681518555,0,,,,,,,,415,,,,0.713121,,0.886876,0.957838,,,,299565.75,22314.6,321880.35,233.48641223155977,251.6,5.21,1000255.790000002,81.8608776844071,84.0,58.17390289449113,71.0,mutation_2x_safe
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_121_parallel,2025-11-24T13:56:41.609454,Person_reID_baseline_pytorch,densenet121,True,4585.107795238495,1,,,,79,,,,,,,,0.755486,,0.91152,0.967043,,,,318738.53,23451.93,342190.46,222.12472991375338,291.43,5.89,978681.5599999974,81.60508397639582,84.0,48.094189741261914,98.0,mutation_2x_safe
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_122_parallel,2025-11-24T14:50:08.643545,Person_reID_baseline_pytorch,densenet121,True,3116.409588098526,0,,,,53,,,,,,,,0.745102,,0.902019,0.962886,,,,216548.7,15976.87,232525.57,222.52513684913228,288.69,4.95,666685.3100000003,81.10013351134846,85.0,48.10447263017357,98.0,mutation_2x_safe
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_123_parallel,2025-11-24T15:49:59.307773,Person_reID_baseline_pytorch,densenet121,True,3499.9762694835663,0,,,,,,0.06503152639971697,,,,,,0.722645,,0.894893,0.95962,,,,243099.41,17985.86,261085.27,221.74197086801348,289.41,5.05,745939.9899999973,81.17211652794292,84.0,48.44589774078478,97.0,mutation_2x_safe
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_124_parallel,2025-11-24T16:50:03.244636,Person_reID_baseline_pytorch,densenet121,True,3513.2128460407257,0,,,,,,0.06096241762542571,,,,,,0.741641,,0.897268,0.958729,,,,244216.13,18036.41,262252.54,218.0346313295824,276.91,5.28,736302.9499999997,81.32306781166716,84.0,46.97867930115487,96.0,mutation_2x_safe
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_125_parallel,2025-11-24T17:49:32.651765,Person_reID_baseline_pytorch,densenet121,True,3478.7314422130585,0,,,0.5799426108821123,,,,,,,,,0.749506,,0.904394,0.958135,,,,241875.34,17831.77,259707.11,219.6612653305409,285.66,5.31,734327.6099999982,81.52527669757703,84.0,48.235118157343706,97.0,mutation_2x_safe
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_126_parallel,2025-11-24T18:49:17.396501,Person_reID_baseline_pytorch,densenet121,True,3494.0574600696564,0,,,0.44975232944827404,,,,,,,,,0.7203,,0.887173,0.959323,,,,242447.79,17865.51,260313.3,223.10175945221815,288.38,5.14,749398.8100000008,80.56326287585591,84.0,48.433462339982135,97.0,mutation_2x_safe
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_127_parallel,2025-11-24T20:06:04.898536,Person_reID_baseline_pytorch,densenet121,True,4516.6108729839325,0,,,,,,,,8634,,,,0.741186,,0.90291,0.962292,,,,313903.93,23175.12,337079.05,234.5416900759847,289.74,5.21,1018614.5600000015,82.1977895463965,84.0,61.09647708956942,100.0,mutation_2x_safe
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_128_parallel,2025-11-24T21:22:47.873757,Person_reID_baseline_pytorch,densenet121,True,4512.077016115189,0,,,,,,,,5387,,,,0.720131,,0.890736,0.962589,,,,313144.21,23001.31,336145.52,235.73275074936643,288.45,5.41,1022372.9400000023,82.07263085081854,85.0,60.995388517408344,97.0,mutation_2x_safe
mutation_2x_safe__Person_reID_baseline_pytorch_hrnet18_129,2025-11-24T22:45:00.092917,Person_reID_baseline_pytorch,hrnet18,True,4871.6435170173645,0,,,,37,,,,,,,,0.582134,,0.806413,0.928444,,,,326438.17,24034.56,350472.73,129.58319198806774,162.82,5.35,608133.9200000019,69.43447688046027,73.0,35.88365650969529,41.0,mutation_2x_safe
MRT-OAST_default_001,2025-11-26T23:05:10.088656,MRT-OAST,default,True,1038.1196410655975,0,,,,8,,,,,,4583.0,,,0.976605,,,0.742656,,,30532.01,2330.97,32862.98,263.25598802395183,316.41,67.78,263782.4999999997,77.98203592814372,83.0,91.23552894211576,97.0,
MRT-OAST_default_002,2025-11-26T23:32:14.385306,MRT-OAST,default,True,1561.193340063095,0,,,,12,,,,,,4745.0,,,0.986171,,,0.855606,,,46239.05,3513.29,49752.34,238.4233135313529,317.91,76.43,361211.31999999966,79.53201320132013,84.0,92.92541254125412,100.0,
MRT-OAST_default_003,2025-11-26T23:55:07.223538,MRT-OAST,default,True,1309.7449824810028,0,,,,,,8.51351160044323e-05,,,,4623.0,,,0.982613,,,0.771618,,,38798.11,2959.59,41757.7,234.78553543307137,315.52,76.77,298177.63000000064,79.14645669291339,84.0,92.80078740157481,100.0,
MRT-OAST_default_004,2025-11-27T00:17:51.991858,MRT-OAST,default,True,1301.6753942966461,0,,,,,,0.00011495933376973943,,,,4738.0,,,0.985039,,,0.844435,,,38544.19,2949.68,41493.87,238.29454833597435,315.74,76.49,300727.7199999996,79.7337559429477,84.0,92.86291600633915,97.0,
MRT-OAST_default_005,2025-11-27T00:40:39.697732,MRT-OAST,default,True,1304.6129689216614,0,,,,,,,,2339,,4622.0,,,0.98178,,,0.780306,,,38529.08,2965.91,41494.99,236.38840316205517,317.53,76.63,299031.3299999998,79.4901185770751,84.0,92.71304347826087,98.0,
MRT-OAST_default_006,2025-11-27T01:03:23.512800,MRT-OAST,default,True,1300.721886396408,0,,,,,,,,4162,,4688.0,,,0.982054,,,0.81506,,,38496.85,2957.09,41453.94,240.3329500396512,315.79,76.43,303059.85000000015,79.84139571768438,84.0,92.84694686756542,97.0,
MRT-OAST_default_007,2025-11-27T01:26:07.888137,MRT-OAST,default,True,1301.2824006080627,0,,,0.12455674962926074,,,,,,,4809.0,,,0.992944,,,0.873397,,,38608.17,2950.76,41558.93,239.25244250594804,316.67,76.53,301697.3300000005,79.6669310071372,84.0,92.8366375892149,97.0,
MRT-OAST_default_008,2025-11-27T01:48:51.027597,MRT-OAST,default,True,1300.0468301773071,0,,,0.12275489474891335,,,,,,,4800.0,,,0.991541,,,0.872983,,,38617.87,2950.25,41568.12,240.69019841269858,317.74,76.49,303269.6500000002,79.85396825396825,84.0,92.7936507936508,97.0,
MRT-OAST_default_009,2025-11-27T02:11:44.734765,MRT-OAST,default,True,1310.6141784191132,0,,,,,,,,,0.0004471895224744538,4611.0,,,0.979493,,,0.750931,,,38998.38,2985.57,41983.95,237.87788188976384,317.66,76.14,302104.9100000001,79.20472440944881,84.0,92.88031496062992,100.0,
MRT-OAST_default_010,2025-11-27T02:34:35.446234,MRT-OAST,default,True,1307.5870184898376,0,,,,,,,,,0.00032793625117347565,4636.0,,,0.981867,,,0.761688,,,38791.8,2991.7,41783.5,238.32858044164024,318.02,76.2,302200.63999999984,79.56624605678233,84.0,92.72003154574132,97.0,
bug-localization-by-dnn-and-rvsm_default_011,2025-11-27T02:49:52.312057,bug-localization-by-dnn-and-rvsm,default,True,853.8298954963684,0,,,,,,,1209,,,,,,,,,,,,55498.92,2095.8,57594.72,73.76166666666666,84.32,46.2,26554.199999999997,55.93055555555556,64.0,0.275,3.0,
bug-localization-by-dnn-and-rvsm_default_012,2025-11-27T03:05:01.756095,bug-localization-by-dnn-and-rvsm,default,True,846.4088733196259,0,,,,,,,10494,,,,,,,,,,,,54889.5,2093.17,56982.67,71.22109859154935,79.52,50.24,25283.49000000002,48.72957746478873,50.0,0.27887323943661974,3.0,
bug-localization-by-dnn-and-rvsm_default_013,2025-11-27T03:12:40.898439,bug-localization-by-dnn-and-rvsm,default,True,396.1079297065735,0,,,,,5,,,,,,,,,,,,,,25150.07,987.56,26137.63,70.52431034482758,77.99,45.12,12271.23,47.0,47.0,0.25862068965517243,3.0,
bug-localization-by-dnn-and-rvsm_default_014,2025-11-27T03:23:30.278158,bug-localization-by-dnn-and-rvsm,default,True,586.3447139263153,0,,,,,7,,,,,,,,,,,,,,37840.3,1446.04,39286.34,69.32736220472447,78.1,41.12,17609.150000000016,46.5,47.0,0.20078740157480315,3.0,
bug-localization-by-dnn-and-rvsm_default_015,2025-11-27T03:38:44.455198,bug-localization-by-dnn-and-rvsm,default,True,851.141704082489,0,1.9782394923552734e-05,,,,,,,,,,,,,,,,,,55460.6,2131.31,57591.91,69.60188732394367,77.75,41.59,24708.670000000006,46.00281690140845,47.0,0.28169014084507044,3.0,
bug-localization-by-dnn-and-rvsm_default_016,2025-11-27T03:54:00.089787,bug-localization-by-dnn-and-rvsm,default,True,852.5990271568298,0,1.6156185103320122e-05,,,,,,,,,,,,,,,,,,55444.02,2119.07,57563.09,69.52638655462181,77.58,48.75,24820.919999999987,46.0,46.0,0.25210084033613445,3.0,
bug-localization-by-dnn-and-rvsm_default_017,2025-11-27T04:09:06.500883,bug-localization-by-dnn-and-rvsm,default,True,843.3755974769592,0,,,,,,,,917,,,,,,,,,,,54882.51,2082.59,56965.1,69.79502840909096,77.75,49.83,24567.850000000017,46.0,46.0,0.2585227272727273,3.0,
bug-localization-by-dnn-and-rvsm_default_018,2025-11-27T04:24:18.651348,bug-localization-by-dnn-and-rvsm,default,True,849.1151962280273,0,,,,,,,,5063,,,,,,,,,,,55252.76,2092.04,57344.8,69.80382022471906,77.64,48.75,24850.159999999985,46.0,46.0,0.2612359550561798,3.0,
pytorch_resnet_cifar10_resnet20_019,2025-11-27T04:35:43.422632,pytorch_resnet_cifar10,resnet20,True,621.7325482368469,0,,,,106,,,,,,,91.21,,,,,,91.21,,25889.97,1657.54,27547.51,211.6318592964825,237.73,68.27,126344.22000000006,73.33165829145729,78.0,52.39028475711893,68.0,
pytorch_resnet_cifar10_resnet20_020,2025-11-27T04:56:09.669394,pytorch_resnet_cifar10,resnet20,True,1163.2039337158203,0,,,,206,,,,,,,91.77,,,,,,91.77,,49436.77,3147.11,52583.88,224.3590884955753,244.17,75.56,253525.77000000008,77.96637168141594,80.0,53.779646017699115,65.0,
pytorch_resnet_cifar10_resnet20_021,2025-11-27T05:15:52.573143,pytorch_resnet_cifar10,resnet20,True,1119.861835718155,0,,,,,,0.1302572050096328,,,,,91.93,,,,,,91.93,,47661.63,2989.68,50651.31,229.5435418583255,250.02,76.57,249513.82999999984,78.88132474701013,81.0,54.5639374425023,66.0,
pytorch_resnet_cifar10_resnet20_022,2025-11-27T05:35:37.378436,pytorch_resnet_cifar10,resnet20,True,1121.7632813453674,0,,,,,,0.13784597287995512,,,,,91.43,,,,,,91.43,,47715.4,3003.26,50718.66,229.40643709825503,249.82,76.27,249823.60999999972,79.02754820936639,82.0,54.391184573002754,69.0,
pytorch_resnet_cifar10_resnet20_023,2025-11-27T05:55:36.886307,pytorch_resnet_cifar10,resnet20,True,1136.4656558036804,0,,,,,,,,8202,,,91.62,,,,,,91.62,,48409.74,3048.85,51458.59,232.8242325158948,253.18,76.36,256339.48000000019,79.30699364214351,82.0,59.49227974568574,74.0,
pytorch_resnet_cifar10_resnet20_024,2025-11-27T06:15:30.881847,pytorch_resnet_cifar10,resnet20,True,1130.9533259868622,0,,,,,,,,7551,,,91.91,,,,,,91.91,,48198.85,3012.29,51211.14,233.98557377049173,254.92,76.53,256916.15999999992,79.55464480874316,82.0,59.88433515482696,74.0,
pytorch_resnet_cifar10_resnet20_025,2025-11-27T06:35:15.995732,pytorch_resnet_cifar10,resnet20,True,1122.0716452598572,0,,,,,,,,,3.0113365329208018e-05,,90.94,,,,,,90.94,,47690.58,2966.57,50657.15,229.72877869605145,249.75,76.08,250174.64,79.04315886134069,82.0,54.455463728191,66.0,
pytorch_resnet_cifar10_resnet20_026,2025-11-27T06:55:10.990020,pytorch_resnet_cifar10,resnet20,True,1131.9520826339722,0,,,,,,,,,0.00048126390037846184,,92.45,,,,,,92.45,,48055.94,3012.03,51067.97,227.58252957233842,247.74,76.22,250113.19999999992,78.8898999090082,81.0,53.65787079162875,68.0,
VulBERTa_mlp_027,2025-11-27T08:15:02.693073,VulBERTa,mlp,True,4728.506996393204,0,,,,15,,,,,,,,,,,,,,,137768.98,10653.85,148422.83,238.93577507598783,319.45,4.75,1100538.18,78.52561875814155,83.0,88.76183239253147,100.0,
VulBERTa_mlp_028,2025-11-27T08:58:27.009562,VulBERTa,mlp,True,2541.235908508301,0,,,,8,,,,,,,,,,,,,,,74376.86,5747.29,80124.15,242.34346402586885,318.96,4.93,599557.7299999995,78.35974130962005,83.0,88.1050929668553,100.0,
VulBERTa_mlp_029,2025-11-27T09:52:10.888597,VulBERTa,mlp,True,3160.7897906303406,0,,,,,,1.9425579484589177e-05,,,,,,,,,,,,,92240.88,7192.42,99433.3,234.26649772579603,319.34,4.82,721072.2800000001,78.10753736192332,84.0,88.39213775178688,100.0,
VulBERTa_mlp_030,2025-11-27T10:46:21.631680,VulBERTa,mlp,True,3187.654638528824,0,,,,,,4.433801702352856e-05,,,,,,,,,,,,,92394.48,7263.1,99657.58,232.14666237113371,319.1,4.69,720583.2399999991,78.19104381443299,84.0,88.29381443298969,100.0,
VulBERTa_mlp_031,2025-11-27T11:40:29.807780,VulBERTa,mlp,True,3185.087417125702,0,,,,,,,,477,,,,,,,,,,,92092.34,7270.04,99362.38,233.60806898774973,319.0,4.96,724652.2299999996,78.23887814313346,84.0,88.33623468729851,100.0,
VulBERTa_mlp_032,2025-11-27T12:34:15.948472,VulBERTa,mlp,True,3163.0525135993958,0,,,,,,,,5898,,,,,,,,,,,92015.29,7206.4,99221.69,232.39541233766238,318.99,4.87,715777.8700000001,77.94545454545455,84.0,88.425,100.0,
